Delivery_person_Ratings,Delivery_person_Age,time_periods,Time_taken(min)
4.5,35,22:00-00:00,23
4.7,37,10:00-13:00,27
4.7,33,22:00-00:00,25
4.4,35,19:00-22:00,32
4.7,30,07:00-10:00,19
4.9,24,10:00-13:00,22
4.9,32,19:00-22:00,17
4.6,37,16:00-19:00,32
4.5,37,19:00-22:00,17
4.6,29,16:00-19:00,15
4.0,21,07:00-10:00,16
4.7,26,19:00-22:00,17
4.9,38,10:00-13:00,34
4.7,25,22:00-00:00,16
5.0,34,16:00-19:00,25
4.9,35,07:00-10:00,18
4.9,29,16:00-19:00,18
4.9,20,19:00-22:00,11
4.5,22,19:00-22:00,14
4.8,20,22:00-00:00,16
4.9,30,22:00-00:00,39
4.6,24,19:00-22:00,29
4.0,25,19:00-22:00,36
4.1,35,19:00-22:00,31
4.7,26,19:00-22:00,21
4.5,35,19:00-22:00,20
5.0,24,22:00-00:00,15
4.9,29,22:00-00:00,19
4.8,22,16:00-19:00,24
4.6,39,22:00-00:00,23
4.6,37,16:00-19:00,47
4.5,26,19:00-22:00,21
4.5,25,07:00-10:00,12
4.1,30,10:00-13:00,34
4.6,21,16:00-19:00,17
4.5,31,19:00-22:00,30
4.8,29,19:00-22:00,18
4.6,33,19:00-22:00,53
5.0,29,16:00-19:00,31
4.6,27,22:00-00:00,13
5.0,36,22:00-00:00,25
4.3,38,10:00-13:00,33
4.7,36,07:00-10:00,19
4.2,34,19:00-22:00,41
4.8,36,16:00-19:00,37
5.0,21,16:00-19:00,24
4.6,32,22:00-00:00,23
4.8,26,16:00-19:00,29
4.4,29,16:00-19:00,38
4.6,35,13:00-16:00,23
4.7,37,22:00-00:00,25
4.7,39,19:00-22:00,42
4.8,35,19:00-22:00,46
4.8,37,22:00-00:00,23
4.9,29,13:00-16:00,13
4.9,35,16:00-19:00,22
4.9,25,16:00-19:00,36
4.6,26,19:00-22:00,22
4.5,25,19:00-22:00,26
4.5,21,22:00-00:00,25
4.8,36,19:00-22:00,22
4.9,22,16:00-19:00,19
4.0,29,19:00-22:00,37
4.8,26,19:00-22:00,15
4.8,20,19:00-22:00,24
4.2,38,10:00-13:00,33
4.7,37,19:00-22:00,24
4.5,21,16:00-19:00,17
5.0,23,19:00-22:00,25
4.2,34,07:00-10:00,25
4.7,39,10:00-13:00,19
5.0,34,13:00-16:00,25
3.8,31,19:00-22:00,41
4.5,29,19:00-22:00,18
5.0,30,07:00-10:00,19
4.7,34,22:00-00:00,29
4.8,20,22:00-00:00,21
4.8,20,22:00-00:00,10
4.9,28,16:00-19:00,18
4.9,36,13:00-16:00,29
4.6,31,19:00-22:00,19
4.8,24,22:00-00:00,19
4.8,30,16:00-19:00,26
4.8,36,22:00-00:00,27
4.8,30,16:00-19:00,15
4.5,39,19:00-22:00,18
4.1,20,19:00-22:00,42
4.9,38,22:00-00:00,21
4.8,27,16:00-19:00,38
4.7,23,10:00-13:00,22
4.6,35,19:00-22:00,26
4.5,32,10:00-13:00,20
4.2,25,19:00-22:00,48
4.8,35,16:00-19:00,35
4.8,28,10:00-13:00,15
5.0,29,10:00-13:00,18
4.7,32,16:00-19:00,21
4.9,37,10:00-13:00,25
4.9,23,13:00-16:00,29
4.7,20,07:00-10:00,10
5.0,32,10:00-13:00,21
4.9,23,16:00-19:00,21
4.9,30,10:00-13:00,29
4.8,23,19:00-22:00,35
3.7,35,19:00-22:00,41
4.1,31,07:00-10:00,32
4.2,32,16:00-19:00,36
4.8,24,07:00-10:00,10
4.6,23,07:00-10:00,18
4.7,30,19:00-22:00,44
4.1,32,19:00-22:00,39
4.9,37,10:00-13:00,19
4.4,37,16:00-19:00,48
4.7,22,22:00-00:00,17
4.7,28,16:00-19:00,19
4.6,30,22:00-00:00,23
4.8,20,22:00-00:00,14
4.5,28,19:00-22:00,17
4.6,39,19:00-22:00,26
4.4,35,19:00-22:00,36
4.2,35,07:00-10:00,22
5.0,28,22:00-00:00,19
4.8,34,19:00-22:00,37
4.3,39,19:00-22:00,33
4.9,25,16:00-19:00,22
2.9,24,22:00-00:00,36
4.7,20,19:00-22:00,27
4.5,21,19:00-22:00,15
5.0,25,19:00-22:00,25
4.3,27,16:00-19:00,37
4.1,20,19:00-22:00,34
4.0,32,22:00-00:00,37
5.0,22,10:00-13:00,27
4.9,35,10:00-13:00,16
4.4,34,22:00-00:00,39
4.7,23,10:00-13:00,29
4.6,30,13:00-16:00,29
4.8,30,19:00-22:00,36
4.6,22,10:00-13:00,25
3.4,31,22:00-00:00,31
4.2,35,19:00-22:00,46
4.2,30,10:00-13:00,21
4.3,29,10:00-13:00,27
4.9,25,10:00-13:00,18
5.0,29,19:00-22:00,27
4.6,23,10:00-13:00,14
4.3,31,10:00-13:00,38
4.5,29,16:00-19:00,18
4.9,27,10:00-13:00,18
4.7,21,19:00-22:00,43
4.8,22,16:00-19:00,28
4.8,26,19:00-22:00,15
4.3,32,19:00-22:00,40
4.7,37,00:00-04:00,25
4.9,35,16:00-19:00,33
4.7,20,07:00-10:00,19
4.1,21,13:00-16:00,38
4.2,36,19:00-22:00,35
5.0,30,16:00-19:00,44
4.8,24,22:00-00:00,10
4.9,21,22:00-00:00,17
5.0,22,10:00-13:00,19
4.9,37,19:00-22:00,29
4.6,28,13:00-16:00,23
4.4,34,10:00-13:00,39
5.0,35,19:00-22:00,34
4.5,37,22:00-00:00,34
4.9,36,22:00-00:00,25
4.6,27,13:00-16:00,17
4.9,24,10:00-13:00,22
4.8,38,19:00-22:00,53
4.8,20,22:00-00:00,28
4.8,31,16:00-19:00,28
4.9,36,10:00-13:00,20
4.6,37,19:00-22:00,21
4.3,38,22:00-00:00,33
5.0,34,10:00-13:00,31
4.9,30,13:00-16:00,15
4.8,36,22:00-00:00,17
4.5,29,19:00-22:00,46
4.5,27,16:00-19:00,26
4.7,21,22:00-00:00,22
4.8,37,13:00-16:00,38
4.6,20,19:00-22:00,28
5.0,24,22:00-00:00,24
4.6,27,19:00-22:00,20
4.3,38,19:00-22:00,33
4.2,34,19:00-22:00,40
4.6,21,10:00-13:00,19
4.7,39,22:00-00:00,43
4.0,38,16:00-19:00,36
4.6,26,16:00-19:00,23
4.8,31,07:00-10:00,21
4.7,27,19:00-22:00,23
4.8,32,16:00-19:00,23
4.9,38,07:00-10:00,17
4.8,21,19:00-22:00,15
4.8,35,13:00-16:00,16
4.8,22,10:00-13:00,30
4.7,20,10:00-13:00,19
4.5,35,13:00-16:00,26
4.8,35,22:00-00:00,22
3.6,37,19:00-22:00,32
4.7,38,10:00-13:00,27
4.9,33,22:00-00:00,18
4.9,20,22:00-00:00,15
4.7,34,16:00-19:00,30
4.8,30,16:00-19:00,27
4.6,37,16:00-19:00,25
4.8,25,22:00-00:00,19
4.6,29,22:00-00:00,27
4.5,20,16:00-19:00,27
4.8,20,16:00-19:00,27
4.8,33,13:00-16:00,28
4.3,36,19:00-22:00,36
5.0,23,22:00-00:00,22
4.8,20,22:00-00:00,22
5.0,31,10:00-13:00,34
4.7,29,19:00-22:00,14
4.6,26,16:00-19:00,35
4.1,36,13:00-16:00,34
4.6,30,19:00-22:00,21
4.9,29,19:00-22:00,16
4.7,30,22:00-00:00,29
4.9,22,19:00-22:00,19
4.1,24,10:00-13:00,24
4.5,35,19:00-22:00,30
4.8,28,16:00-19:00,23
4.6,21,19:00-22:00,25
5.0,38,19:00-22:00,40
4.9,22,16:00-19:00,25
4.8,35,22:00-00:00,28
4.6,24,22:00-00:00,27
4.6,33,16:00-19:00,27
4.6,24,22:00-00:00,14
4.6,25,22:00-00:00,27
4.9,21,19:00-22:00,28
4.7,35,10:00-13:00,28
4.7,21,19:00-22:00,31
4.7,35,19:00-22:00,28
4.8,27,22:00-00:00,17
4.9,32,19:00-22:00,30
5.0,22,10:00-13:00,17
4.6,26,07:00-10:00,10
4.6,34,16:00-19:00,19
4.1,35,19:00-22:00,47
5.0,25,19:00-22:00,15
4.8,26,19:00-22:00,30
4.6,28,16:00-19:00,20
4.7,24,22:00-00:00,16
4.8,20,16:00-19:00,34
4.9,24,22:00-00:00,16
4.9,27,19:00-22:00,34
4.7,36,16:00-19:00,28
4.8,39,10:00-13:00,29
4.1,35,19:00-22:00,48
4.9,25,19:00-22:00,19
4.1,38,19:00-22:00,34
4.5,33,19:00-22:00,41
5.0,29,22:00-00:00,23
4.6,35,19:00-22:00,31
4.8,29,10:00-13:00,15
4.8,26,19:00-22:00,13
4.1,39,10:00-13:00,31
4.9,32,13:00-16:00,21
4.7,34,22:00-00:00,33
4.8,20,22:00-00:00,20
5.0,38,19:00-22:00,30
4.9,37,19:00-22:00,26
5.0,34,10:00-13:00,28
4.8,38,19:00-22:00,26
4.7,39,16:00-19:00,42
4.8,33,22:00-00:00,28
4.9,38,07:00-10:00,29
4.1,30,16:00-19:00,32
4.8,26,10:00-13:00,17
4.9,22,16:00-19:00,25
4.7,35,07:00-10:00,23
4.3,23,19:00-22:00,43
4.4,36,13:00-16:00,32
4.8,31,07:00-10:00,22
5.0,38,19:00-22:00,27
4.5,38,16:00-19:00,28
4.4,24,16:00-19:00,37
4.8,21,19:00-22:00,45
4.8,30,13:00-16:00,27
3.5,37,19:00-22:00,38
4.3,25,07:00-10:00,22
3.6,33,16:00-19:00,31
5.0,38,13:00-16:00,34
4.6,27,16:00-19:00,25
4.8,30,13:00-16:00,30
4.9,25,16:00-19:00,23
4.6,36,07:00-10:00,22
4.9,25,22:00-00:00,14
4.6,23,19:00-22:00,27
4.9,24,19:00-22:00,20
4.8,26,00:00-04:00,20
4.6,32,00:00-04:00,26
4.5,22,16:00-19:00,18
4.6,38,22:00-00:00,28
5.0,36,22:00-00:00,17
4.5,23,19:00-22:00,17
4.7,36,16:00-19:00,19
4.5,30,22:00-00:00,54
4.5,21,19:00-22:00,14
4.9,22,10:00-13:00,10
4.7,34,07:00-10:00,22
4.9,25,22:00-00:00,15
4.8,28,16:00-19:00,33
4.9,38,13:00-16:00,25
4.8,21,10:00-13:00,19
4.1,36,19:00-22:00,36
4.9,34,22:00-00:00,27
4.3,22,19:00-22:00,32
4.2,34,19:00-22:00,43
5.0,28,19:00-22:00,18
4.5,38,22:00-00:00,27
4.9,25,10:00-13:00,22
4.1,28,22:00-00:00,16
5.0,30,13:00-16:00,32
4.4,26,19:00-22:00,43
5.0,27,22:00-00:00,24
4.3,35,16:00-19:00,33
4.3,21,13:00-16:00,34
4.5,39,16:00-19:00,16
4.6,24,22:00-00:00,21
4.7,22,22:00-00:00,19
4.9,36,19:00-22:00,26
4.8,29,13:00-16:00,23
4.3,27,19:00-22:00,33
3.6,34,22:00-00:00,34
4.8,33,19:00-22:00,26
4.0,33,13:00-16:00,32
4.2,36,16:00-19:00,34
2.5,23,22:00-00:00,36
4.6,27,19:00-22:00,14
4.7,36,00:00-04:00,20
4.9,23,07:00-10:00,16
4.5,34,19:00-22:00,33
4.7,30,10:00-13:00,37
4.4,33,16:00-19:00,37
4.9,24,16:00-19:00,38
4.7,29,16:00-19:00,21
4.6,27,19:00-22:00,29
4.9,27,16:00-19:00,26
4.2,29,13:00-16:00,34
4.9,34,19:00-22:00,45
4.9,33,13:00-16:00,17
4.1,32,13:00-16:00,32
4.8,23,22:00-00:00,25
4.5,34,22:00-00:00,28
4.9,21,22:00-00:00,12
4.5,25,22:00-00:00,27
4.5,39,22:00-00:00,17
4.9,22,16:00-19:00,18
5.0,35,19:00-22:00,29
4.8,24,19:00-22:00,22
4.7,32,13:00-16:00,34
4.6,27,16:00-19:00,21
4.7,34,19:00-22:00,21
4.0,33,07:00-10:00,28
4.7,20,10:00-13:00,31
5.0,37,22:00-00:00,23
4.8,30,22:00-00:00,28
4.6,34,19:00-22:00,38
4.5,23,19:00-22:00,21
4.2,38,10:00-13:00,27
4.9,28,22:00-00:00,21
4.6,38,16:00-19:00,27
4.9,37,22:00-00:00,26
4.5,29,19:00-22:00,18
4.7,26,22:00-00:00,12
4.7,36,22:00-00:00,16
4.9,21,22:00-00:00,19
4.1,34,19:00-22:00,37
4.9,23,19:00-22:00,21
4.8,22,22:00-00:00,23
4.9,25,22:00-00:00,21
4.4,25,10:00-13:00,23
4.7,37,10:00-13:00,22
4.2,22,22:00-00:00,21
4.1,34,16:00-19:00,32
4.9,27,16:00-19:00,23
4.6,36,19:00-22:00,25
4.1,37,10:00-13:00,30
4.1,34,19:00-22:00,36
4.5,20,07:00-10:00,17
4.6,38,19:00-22:00,37
4.9,37,19:00-22:00,53
4.8,30,13:00-16:00,30
4.2,27,07:00-10:00,24
4.7,20,22:00-00:00,21
4.9,28,10:00-13:00,10
4.0,27,22:00-00:00,28
5.0,39,19:00-22:00,29
4.7,28,10:00-13:00,26
4.6,35,22:00-00:00,26
4.5,37,19:00-22:00,40
4.7,25,07:00-10:00,19
4.9,27,07:00-10:00,22
4.8,25,19:00-22:00,34
4.8,30,16:00-19:00,27
4.7,29,22:00-00:00,15
4.6,23,19:00-22:00,19
4.7,21,07:00-10:00,14
4.9,33,22:00-00:00,21
4.6,37,19:00-22:00,30
4.8,32,19:00-22:00,27
4.6,31,16:00-19:00,27
4.6,39,10:00-13:00,15
4.4,31,07:00-10:00,26
4.4,37,10:00-13:00,25
4.6,37,13:00-16:00,27
4.9,25,22:00-00:00,10
4.8,22,19:00-22:00,19
5.0,28,16:00-19:00,29
4.8,34,10:00-13:00,25
4.9,31,16:00-19:00,17
5.0,27,10:00-13:00,34
4.9,32,19:00-22:00,24
4.4,37,19:00-22:00,32
4.8,31,16:00-19:00,49
4.4,39,22:00-00:00,37
4.9,20,16:00-19:00,24
4.1,24,22:00-00:00,27
4.7,35,10:00-13:00,21
4.8,21,22:00-00:00,17
4.6,24,16:00-19:00,11
4.4,23,22:00-00:00,22
4.6,20,16:00-19:00,20
4.3,29,16:00-19:00,31
5.0,29,16:00-19:00,38
4.8,27,19:00-22:00,22
4.2,37,19:00-22:00,42
4.7,27,16:00-19:00,27
4.6,31,19:00-22:00,26
4.2,38,13:00-16:00,34
4.5,27,22:00-00:00,23
5.0,33,19:00-22:00,53
4.8,26,22:00-00:00,16
4.5,34,16:00-19:00,26
5.0,31,19:00-22:00,33
4.6,28,16:00-19:00,18
4.9,29,07:00-10:00,12
4.9,39,19:00-22:00,31
4.0,29,10:00-13:00,35
4.7,38,19:00-22:00,50
4.7,30,22:00-00:00,23
5.0,32,16:00-19:00,27
4.7,31,19:00-22:00,46
4.6,26,16:00-19:00,29
4.2,24,16:00-19:00,34
4.8,33,13:00-16:00,24
4.7,28,10:00-13:00,12
5.0,29,22:00-00:00,23
4.8,24,16:00-19:00,16
5.0,39,19:00-22:00,38
3.5,36,19:00-22:00,32
4.7,34,10:00-13:00,26
4.7,33,22:00-00:00,26
4.1,25,19:00-22:00,36
4.6,37,19:00-22:00,20
4.9,21,19:00-22:00,25
5.0,29,19:00-22:00,38
4.4,36,07:00-10:00,21
4.1,35,19:00-22:00,43
4.5,31,19:00-22:00,52
4.8,22,07:00-10:00,15
3.5,32,22:00-00:00,35
4.7,37,16:00-19:00,42
4.9,20,16:00-19:00,19
4.4,31,19:00-22:00,46
4.3,35,19:00-22:00,32
4.6,23,10:00-13:00,14
5.0,30,13:00-16:00,19
4.6,23,19:00-22:00,36
4.7,39,10:00-13:00,46
3.7,34,19:00-22:00,41
4.9,32,19:00-22:00,54
5.0,22,10:00-13:00,18
4.6,39,19:00-22:00,42
4.7,34,22:00-00:00,23
4.1,34,19:00-22:00,40
4.9,27,16:00-19:00,17
4.2,30,19:00-22:00,42
4.6,30,16:00-19:00,19
4.9,20,19:00-22:00,23
5.0,27,16:00-19:00,25
4.9,22,16:00-19:00,19
5.0,21,22:00-00:00,17
4.6,30,22:00-00:00,26
4.7,29,10:00-13:00,23
4.8,25,00:00-04:00,23
4.8,27,19:00-22:00,20
4.9,29,22:00-00:00,10
4.8,21,22:00-00:00,24
4.4,32,19:00-22:00,35
4.7,27,22:00-00:00,19
4.6,32,19:00-22:00,27
4.1,30,16:00-19:00,42
5.0,22,19:00-22:00,29
4.6,36,19:00-22:00,41
4.6,25,13:00-16:00,11
4.8,27,16:00-19:00,10
4.8,36,16:00-19:00,18
4.9,33,07:00-10:00,24
4.2,37,10:00-13:00,44
4.9,27,07:00-10:00,15
4.7,34,22:00-00:00,18
4.6,33,07:00-10:00,23
4.7,30,16:00-19:00,30
4.2,33,16:00-19:00,33
4.7,32,19:00-22:00,30
3.7,30,19:00-22:00,42
4.7,34,10:00-13:00,28
4.1,31,16:00-19:00,40
4.8,28,19:00-22:00,16
4.9,23,10:00-13:00,14
4.5,37,16:00-19:00,21
4.6,39,19:00-22:00,29
4.7,34,19:00-22:00,29
4.6,22,00:00-04:00,15
4.6,23,07:00-10:00,19
4.9,37,13:00-16:00,39
4.7,23,19:00-22:00,34
4.9,31,22:00-00:00,17
4.6,26,16:00-19:00,24
4.4,37,22:00-00:00,32
4.6,21,10:00-13:00,19
4.2,31,19:00-22:00,34
3.4,25,22:00-00:00,34
4.8,28,13:00-16:00,16
4.6,24,16:00-19:00,10
4.9,29,22:00-00:00,21
4.5,22,22:00-00:00,17
4.8,21,10:00-13:00,18
4.5,26,19:00-22:00,14
4.9,28,16:00-19:00,30
4.5,24,19:00-22:00,23
4.8,24,10:00-13:00,12
4.7,20,16:00-19:00,26
3.6,39,19:00-22:00,39
4.7,26,19:00-22:00,17
4.3,22,19:00-22:00,31
4.4,31,19:00-22:00,36
4.2,33,19:00-22:00,35
4.4,32,19:00-22:00,41
3.8,21,10:00-13:00,49
5.0,28,22:00-00:00,17
4.9,38,19:00-22:00,44
4.6,24,22:00-00:00,12
4.6,21,22:00-00:00,15
5.0,26,19:00-22:00,35
4.7,32,16:00-19:00,31
4.6,20,07:00-10:00,17
4.3,33,22:00-00:00,27
4.8,25,19:00-22:00,26
4.8,28,16:00-19:00,27
4.5,24,16:00-19:00,21
4.7,27,19:00-22:00,29
4.8,29,10:00-13:00,18
4.8,27,16:00-19:00,40
4.7,30,19:00-22:00,35
4.6,31,16:00-19:00,16
4.8,34,16:00-19:00,25
4.6,33,16:00-19:00,20
4.1,32,22:00-00:00,37
4.9,24,19:00-22:00,37
4.0,35,16:00-19:00,34
4.5,35,22:00-00:00,29
4.7,31,07:00-10:00,15
4.4,21,10:00-13:00,26
4.4,32,19:00-22:00,36
4.7,34,22:00-00:00,24
5.0,35,07:00-10:00,17
4.9,31,19:00-22:00,49
4.8,35,19:00-22:00,29
4.8,29,19:00-22:00,20
4.7,22,22:00-00:00,20
4.7,39,19:00-22:00,49
4.5,35,19:00-22:00,48
4.8,30,22:00-00:00,20
4.7,20,16:00-19:00,27
5.0,24,19:00-22:00,13
5.0,28,16:00-19:00,29
4.9,30,19:00-22:00,33
4.8,35,19:00-22:00,29
4.6,28,13:00-16:00,20
4.6,36,10:00-13:00,23
4.8,21,16:00-19:00,39
4.7,27,19:00-22:00,35
4.7,23,22:00-00:00,19
4.8,31,16:00-19:00,30
4.7,30,16:00-19:00,26
5.0,27,19:00-22:00,31
4.6,20,22:00-00:00,13
4.6,26,10:00-13:00,20
4.9,20,10:00-13:00,16
5.0,29,10:00-13:00,21
4.2,30,19:00-22:00,47
4.1,21,16:00-19:00,32
4.7,28,16:00-19:00,12
4.6,20,16:00-19:00,30
4.1,33,19:00-22:00,31
3.5,23,10:00-13:00,47
4.8,26,10:00-13:00,22
4.8,27,19:00-22:00,20
4.5,29,19:00-22:00,27
4.6,28,07:00-10:00,18
4.8,30,13:00-16:00,21
5.0,26,19:00-22:00,12
4.7,25,19:00-22:00,33
4.8,20,19:00-22:00,19
4.8,28,19:00-22:00,24
3.2,36,22:00-00:00,32
4.9,23,22:00-00:00,12
3.6,30,19:00-22:00,38
4.8,28,13:00-16:00,27
4.8,25,16:00-19:00,26
5.0,32,07:00-10:00,17
4.2,29,07:00-10:00,15
4.4,29,19:00-22:00,37
4.5,39,16:00-19:00,30
4.7,38,22:00-00:00,19
4.3,32,07:00-10:00,30
4.0,35,07:00-10:00,21
5.0,24,19:00-22:00,44
5.0,26,22:00-00:00,23
4.7,31,10:00-13:00,19
5.0,24,16:00-19:00,22
4.8,24,10:00-13:00,20
4.3,37,22:00-00:00,29
4.5,39,16:00-19:00,46
4.3,31,19:00-22:00,36
4.7,22,07:00-10:00,15
4.9,32,16:00-19:00,29
4.6,35,22:00-00:00,15
4.6,23,16:00-19:00,19
4.9,28,19:00-22:00,29
4.7,25,19:00-22:00,44
4.5,29,22:00-00:00,17
5.0,35,19:00-22:00,34
4.9,22,13:00-16:00,13
4.1,28,19:00-22:00,39
4.5,21,22:00-00:00,21
4.8,34,07:00-10:00,27
4.8,25,16:00-19:00,30
4.7,23,22:00-00:00,12
4.9,35,22:00-00:00,29
4.5,38,19:00-22:00,16
4.7,29,22:00-00:00,11
4.5,29,19:00-22:00,18
5.0,30,13:00-16:00,31
4.6,33,19:00-22:00,40
5.0,31,16:00-19:00,38
4.7,37,22:00-00:00,22
4.9,25,19:00-22:00,26
4.5,35,16:00-19:00,29
4.9,25,22:00-00:00,16
4.0,37,19:00-22:00,37
4.3,38,19:00-22:00,36
4.8,30,13:00-16:00,27
4.8,32,10:00-13:00,25
4.1,36,19:00-22:00,49
4.7,27,22:00-00:00,11
4.6,37,16:00-19:00,24
4.9,28,16:00-19:00,26
4.9,29,10:00-13:00,19
4.8,33,13:00-16:00,25
4.8,34,19:00-22:00,25
4.5,24,07:00-10:00,15
4.3,30,16:00-19:00,36
4.8,38,10:00-13:00,21
4.7,31,19:00-22:00,30
4.8,39,22:00-00:00,28
4.9,34,13:00-16:00,30
4.6,29,22:00-00:00,27
4.6,22,22:00-00:00,23
4.9,28,19:00-22:00,32
4.2,36,19:00-22:00,44
4.1,34,19:00-22:00,44
4.5,34,16:00-19:00,19
4.9,22,22:00-00:00,16
4.1,36,22:00-00:00,35
4.5,38,10:00-13:00,20
3.6,32,22:00-00:00,34
4.7,26,22:00-00:00,10
4.5,37,19:00-22:00,20
4.8,28,19:00-22:00,23
4.2,31,13:00-16:00,41
4.8,21,16:00-19:00,20
4.2,24,16:00-19:00,31
4.9,20,19:00-22:00,28
4.8,36,22:00-00:00,15
4.4,21,16:00-19:00,35
4.6,28,19:00-22:00,42
4.8,36,22:00-00:00,26
4.8,24,13:00-16:00,11
4.8,20,07:00-10:00,14
4.6,21,19:00-22:00,25
4.7,22,13:00-16:00,12
4.9,35,19:00-22:00,26
4.1,20,10:00-13:00,25
4.8,36,16:00-19:00,34
4.6,28,19:00-22:00,25
4.4,35,16:00-19:00,43
4.1,21,19:00-22:00,35
4.6,39,10:00-13:00,28
4.4,35,07:00-10:00,26
4.4,23,13:00-16:00,34
4.5,25,16:00-19:00,42
4.3,25,19:00-22:00,39
4.8,22,16:00-19:00,27
4.9,38,22:00-00:00,23
4.8,20,19:00-22:00,12
4.5,32,22:00-00:00,17
4.7,29,22:00-00:00,25
4.5,25,10:00-13:00,29
4.7,25,10:00-13:00,17
5.0,35,16:00-19:00,30
4.9,35,16:00-19:00,30
4.9,25,19:00-22:00,26
4.7,38,16:00-19:00,34
4.6,20,16:00-19:00,34
4.7,29,19:00-22:00,36
4.9,21,07:00-10:00,19
4.6,26,13:00-16:00,26
4.9,38,19:00-22:00,29
5.0,36,19:00-22:00,25
4.0,25,19:00-22:00,38
4.6,30,22:00-00:00,19
4.6,28,22:00-00:00,10
4.9,21,22:00-00:00,21
4.3,23,19:00-22:00,38
4.8,39,13:00-16:00,26
4.8,23,07:00-10:00,17
4.8,25,13:00-16:00,11
5.0,37,16:00-19:00,27
4.5,24,10:00-13:00,17
4.8,37,19:00-22:00,20
4.8,26,22:00-00:00,29
4.6,29,19:00-22:00,15
4.0,35,16:00-19:00,36
4.6,20,10:00-13:00,16
4.4,39,19:00-22:00,34
5.0,28,10:00-13:00,16
4.8,39,22:00-00:00,26
4.9,22,19:00-22:00,11
4.6,21,22:00-00:00,11
4.8,32,19:00-22:00,34
4.8,37,16:00-19:00,39
4.3,34,19:00-22:00,36
4.8,37,16:00-19:00,18
4.9,37,16:00-19:00,27
4.6,25,22:00-00:00,19
4.5,24,19:00-22:00,28
4.6,26,22:00-00:00,17
5.0,35,16:00-19:00,26
4.7,39,16:00-19:00,33
4.9,21,19:00-22:00,29
4.4,35,22:00-00:00,34
4.1,31,19:00-22:00,43
4.2,36,19:00-22:00,41
5.0,28,19:00-22:00,34
4.6,21,22:00-00:00,21
4.7,37,10:00-13:00,33
4.7,31,22:00-00:00,39
4.8,22,19:00-22:00,27
4.9,25,16:00-19:00,25
5.0,37,22:00-00:00,41
4.9,21,10:00-13:00,11
4.1,34,16:00-19:00,32
4.9,21,19:00-22:00,26
4.8,34,13:00-16:00,37
4.6,36,07:00-10:00,15
4.9,28,16:00-19:00,26
5.0,24,16:00-19:00,27
4.1,36,19:00-22:00,39
4.7,25,22:00-00:00,26
5.0,29,16:00-19:00,39
4.7,30,07:00-10:00,24
4.7,28,19:00-22:00,28
4.5,21,19:00-22:00,42
4.6,26,22:00-00:00,11
4.9,28,16:00-19:00,19
4.6,31,16:00-19:00,23
4.9,23,22:00-00:00,28
4.9,31,16:00-19:00,42
4.8,38,16:00-19:00,26
5.0,35,19:00-22:00,30
4.8,28,22:00-00:00,17
4.9,26,19:00-22:00,21
4.9,22,13:00-16:00,14
4.8,35,00:00-04:00,22
4.0,20,19:00-22:00,31
4.7,32,16:00-19:00,29
3.5,31,19:00-22:00,41
5.0,37,07:00-10:00,16
4.5,22,19:00-22:00,29
4.1,33,16:00-19:00,33
4.8,28,16:00-19:00,14
3.6,36,19:00-22:00,34
4.6,28,10:00-13:00,17
4.9,28,19:00-22:00,22
4.6,38,07:00-10:00,15
5.0,34,13:00-16:00,17
4.5,38,10:00-13:00,20
4.5,28,19:00-22:00,21
4.8,36,00:00-04:00,22
4.5,20,22:00-00:00,13
4.6,23,19:00-22:00,34
4.4,32,22:00-00:00,41
4.0,34,16:00-19:00,36
5.0,27,16:00-19:00,12
4.7,30,22:00-00:00,22
4.6,23,22:00-00:00,28
4.3,32,16:00-19:00,37
4.3,32,22:00-00:00,31
4.9,25,19:00-22:00,10
4.7,29,16:00-19:00,22
4.9,25,19:00-22:00,24
5.0,31,10:00-13:00,28
4.6,28,22:00-00:00,23
4.9,35,19:00-22:00,19
4.5,28,07:00-10:00,24
4.8,25,16:00-19:00,21
4.7,37,19:00-22:00,45
4.6,34,22:00-00:00,19
4.7,35,13:00-16:00,21
4.8,30,16:00-19:00,25
3.6,36,16:00-19:00,34
4.4,26,13:00-16:00,34
4.7,26,19:00-22:00,48
4.7,31,13:00-16:00,29
5.0,22,16:00-19:00,27
4.9,21,19:00-22:00,24
4.9,20,16:00-19:00,14
4.8,30,16:00-19:00,17
4.1,21,19:00-22:00,33
4.7,22,13:00-16:00,19
4.6,39,13:00-16:00,16
4.7,36,22:00-00:00,22
4.4,34,10:00-13:00,35
4.2,39,16:00-19:00,34
4.7,25,22:00-00:00,15
4.7,27,19:00-22:00,29
4.9,34,07:00-10:00,13
4.7,24,19:00-22:00,28
4.1,30,22:00-00:00,41
4.6,23,19:00-22:00,16
4.7,20,07:00-10:00,19
4.8,25,07:00-10:00,21
4.9,26,19:00-22:00,29
4.6,22,13:00-16:00,25
4.7,23,19:00-22:00,22
4.7,20,16:00-19:00,27
4.8,24,16:00-19:00,21
4.0,22,19:00-22:00,31
4.8,38,22:00-00:00,24
4.7,22,16:00-19:00,26
4.7,21,16:00-19:00,11
4.7,36,19:00-22:00,28
5.0,25,16:00-19:00,16
4.7,31,16:00-19:00,26
5.0,36,07:00-10:00,10
4.7,21,16:00-19:00,30
4.7,33,16:00-19:00,23
4.8,25,19:00-22:00,31
4.7,26,19:00-22:00,15
4.8,32,16:00-19:00,21
5.0,37,19:00-22:00,30
