,Road_traffic_density,Order_Date,Time_taken(min),time_periods,Order_Date_period
7158,Medium,2022-02-17,13,16:00-19:00,2022-02-10 - 2022-02-20
7162,Low,2022-02-17,28,07:00-10:00,2022-02-10 - 2022-02-20
7163,Low,2022-02-12,21,22:00-00:00,2022-02-10 - 2022-02-20
7183,Low,2022-02-18,28,22:00-00:00,2022-02-10 - 2022-02-20
7189,Low,2022-02-18,42,22:00-00:00,2022-02-10 - 2022-02-20
7191,Medium,2022-02-17,32,13:00-16:00,2022-02-10 - 2022-02-20
7195,Medium,2022-02-16,45,16:00-19:00,2022-02-10 - 2022-02-20
7219,High,2022-02-11,36,13:00-16:00,2022-02-10 - 2022-02-20
7225,Jam,2022-02-14,41,19:00-22:00,2022-02-10 - 2022-02-20
7226,High,2022-02-17,20,13:00-16:00,2022-02-10 - 2022-02-20
7236,Low,2022-02-13,29,07:00-10:00,2022-02-10 - 2022-02-20
7246,Low,2022-02-13,13,22:00-00:00,2022-02-10 - 2022-02-20
7249,Jam,2022-02-14,39,19:00-22:00,2022-02-10 - 2022-02-20
7254,Jam,2022-02-14,35,22:00-00:00,2022-02-10 - 2022-02-20
7261,Jam,2022-02-16,32,19:00-22:00,2022-02-10 - 2022-02-20
7274,Low,2022-02-13,29,22:00-00:00,2022-02-10 - 2022-02-20
7287,Jam,2022-02-16,33,19:00-22:00,2022-02-10 - 2022-02-20
7301,Low,2022-02-17,26,10:00-13:00,2022-02-10 - 2022-02-20
7303,Low,2022-02-14,15,22:00-00:00,2022-02-10 - 2022-02-20
7322,Jam,2022-02-12,28,19:00-22:00,2022-02-10 - 2022-02-20
7343,Low,2022-02-15,16,07:00-10:00,2022-02-10 - 2022-02-20
7350,Low,2022-02-11,21,07:00-10:00,2022-02-10 - 2022-02-20
7364,Medium,2022-02-18,39,16:00-19:00,2022-02-10 - 2022-02-20
7369,High,2022-02-11,49,10:00-13:00,2022-02-10 - 2022-02-20
7372,Jam,2022-02-15,29,19:00-22:00,2022-02-10 - 2022-02-20
7375,Jam,2022-02-11,29,19:00-22:00,2022-02-10 - 2022-02-20
7376,Low,2022-02-15,30,22:00-00:00,2022-02-10 - 2022-02-20
7384,Low,2022-02-12,18,22:00-00:00,2022-02-10 - 2022-02-20
7398,High,2022-02-17,27,10:00-13:00,2022-02-10 - 2022-02-20
7404,Jam,2022-02-15,15,19:00-22:00,2022-02-10 - 2022-02-20
7406,Jam,2022-02-18,33,19:00-22:00,2022-02-10 - 2022-02-20
7410,High,2022-02-17,16,10:00-13:00,2022-02-10 - 2022-02-20
7412,Medium,2022-02-18,35,16:00-19:00,2022-02-10 - 2022-02-20
7417,Low,2022-02-11,21,22:00-00:00,2022-02-10 - 2022-02-20
7430,High,2022-02-13,38,13:00-16:00,2022-02-10 - 2022-02-20
7435,Low,2022-02-15,23,10:00-13:00,2022-02-10 - 2022-02-20
7467,Jam,2022-02-16,40,19:00-22:00,2022-02-10 - 2022-02-20
7469,Low,2022-02-11,27,10:00-13:00,2022-02-10 - 2022-02-20
7481,Low,2022-02-11,14,10:00-13:00,2022-02-10 - 2022-02-20
7483,Low,2022-02-13,15,22:00-00:00,2022-02-10 - 2022-02-20
7493,Low,2022-02-11,26,07:00-10:00,2022-02-10 - 2022-02-20
7496,Low,2022-02-16,18,22:00-00:00,2022-02-10 - 2022-02-20
7510,High,2022-02-11,29,13:00-16:00,2022-02-10 - 2022-02-20
7514,Low,2022-02-11,24,07:00-10:00,2022-02-10 - 2022-02-20
7515,Jam,2022-02-17,29,19:00-22:00,2022-02-10 - 2022-02-20
7516,Medium,2022-02-12,26,16:00-19:00,2022-02-10 - 2022-02-20
7521,Jam,2022-02-17,18,19:00-22:00,2022-02-10 - 2022-02-20
7525,Jam,2022-02-12,29,19:00-22:00,2022-02-10 - 2022-02-20
7529,Low,2022-02-11,31,07:00-10:00,2022-02-10 - 2022-02-20
7553,Low,2022-02-15,23,22:00-00:00,2022-02-10 - 2022-02-20
7562,Medium,2022-02-15,32,16:00-19:00,2022-02-10 - 2022-02-20
7567,High,2022-02-17,34,10:00-13:00,2022-02-10 - 2022-02-20
7569,Medium,2022-02-14,25,16:00-19:00,2022-02-10 - 2022-02-20
7572,Jam,2022-02-15,11,19:00-22:00,2022-02-10 - 2022-02-20
7573,Jam,2022-02-15,14,19:00-22:00,2022-02-10 - 2022-02-20
7576,Jam,2022-02-11,29,19:00-22:00,2022-02-10 - 2022-02-20
7586,Jam,2022-02-16,21,19:00-22:00,2022-02-10 - 2022-02-20
7596,High,2022-02-13,33,10:00-13:00,2022-02-10 - 2022-02-20
7607,Low,2022-02-12,25,22:00-00:00,2022-02-10 - 2022-02-20
7608,Jam,2022-02-12,42,19:00-22:00,2022-02-10 - 2022-02-20
7609,Jam,2022-02-12,46,19:00-22:00,2022-02-10 - 2022-02-20
7613,Medium,2022-02-12,36,16:00-19:00,2022-02-10 - 2022-02-20
7619,Medium,2022-02-11,19,16:00-19:00,2022-02-10 - 2022-02-20
7628,Low,2022-02-15,25,07:00-10:00,2022-02-10 - 2022-02-20
7636,Low,2022-02-13,10,22:00-00:00,2022-02-10 - 2022-02-20
7647,Low,2022-02-13,21,22:00-00:00,2022-02-10 - 2022-02-20
7652,Jam,2022-02-15,26,19:00-22:00,2022-02-10 - 2022-02-20
7655,Medium,2022-02-18,35,16:00-19:00,2022-02-10 - 2022-02-20
7657,Low,2022-02-13,18,10:00-13:00,2022-02-10 - 2022-02-20
7661,Low,2022-02-13,10,07:00-10:00,2022-02-10 - 2022-02-20
7663,High,2022-02-11,21,10:00-13:00,2022-02-10 - 2022-02-20
7675,Medium,2022-02-18,48,16:00-19:00,2022-02-10 - 2022-02-20
7679,Low,2022-02-11,14,22:00-00:00,2022-02-10 - 2022-02-20
7682,Jam,2022-02-13,17,19:00-22:00,2022-02-10 - 2022-02-20
7686,Low,2022-02-14,19,22:00-00:00,2022-02-10 - 2022-02-20
7694,Jam,2022-02-14,25,19:00-22:00,2022-02-10 - 2022-02-20
7697,Low,2022-02-14,37,22:00-00:00,2022-02-10 - 2022-02-20
7712,Low,2022-02-15,14,10:00-13:00,2022-02-10 - 2022-02-20
7734,Low,2022-02-14,34,22:00-00:00,2022-02-10 - 2022-02-20
7740,Medium,2022-02-16,28,16:00-19:00,2022-02-10 - 2022-02-20
7750,Low,2022-02-16,22,22:00-00:00,2022-02-10 - 2022-02-20
7760,Low,2022-02-12,43,22:00-00:00,2022-02-10 - 2022-02-20
7767,Medium,2022-02-15,23,16:00-19:00,2022-02-10 - 2022-02-20
7773,Medium,2022-02-13,26,13:00-16:00,2022-02-10 - 2022-02-20
7776,Low,2022-02-17,27,10:00-13:00,2022-02-10 - 2022-02-20
7779,Low,2022-02-18,15,22:00-00:00,2022-02-10 - 2022-02-20
7789,High,2022-02-13,28,13:00-16:00,2022-02-10 - 2022-02-20
7792,Low,2022-02-18,22,22:00-00:00,2022-02-10 - 2022-02-20
7793,High,2022-02-15,34,10:00-13:00,2022-02-10 - 2022-02-20
7804,Jam,2022-02-13,30,19:00-22:00,2022-02-10 - 2022-02-20
7818,Jam,2022-02-14,28,19:00-22:00,2022-02-10 - 2022-02-20
7822,Low,2022-02-11,10,07:00-10:00,2022-02-10 - 2022-02-20
7825,Jam,2022-02-18,15,19:00-22:00,2022-02-10 - 2022-02-20
7828,Low,2022-02-11,16,22:00-00:00,2022-02-10 - 2022-02-20
7852,Low,2022-02-13,28,22:00-00:00,2022-02-10 - 2022-02-20
7857,Medium,2022-02-16,25,16:00-19:00,2022-02-10 - 2022-02-20
7860,Low,2022-02-13,23,07:00-10:00,2022-02-10 - 2022-02-20
7866,Jam,2022-02-17,27,19:00-22:00,2022-02-10 - 2022-02-20
7867,Medium,2022-02-13,28,16:00-19:00,2022-02-10 - 2022-02-20
7868,Medium,2022-02-18,37,16:00-19:00,2022-02-10 - 2022-02-20
7875,High,2022-02-13,34,13:00-16:00,2022-02-10 - 2022-02-20
7878,Medium,2022-02-15,23,16:00-19:00,2022-02-10 - 2022-02-20
7880,Low,2022-02-18,14,22:00-00:00,2022-02-10 - 2022-02-20
7887,Low,2022-02-17,17,22:00-00:00,2022-02-10 - 2022-02-20
7920,Low,2022-02-18,34,22:00-00:00,2022-02-10 - 2022-02-20
7921,Jam,2022-02-16,26,19:00-22:00,2022-02-10 - 2022-02-20
7923,Medium,2022-02-17,34,16:00-19:00,2022-02-10 - 2022-02-20
7928,Low,2022-02-15,16,07:00-10:00,2022-02-10 - 2022-02-20
7929,Jam,2022-02-12,33,19:00-22:00,2022-02-10 - 2022-02-20
7936,High,2022-02-15,34,13:00-16:00,2022-02-10 - 2022-02-20
7938,Medium,2022-02-11,17,13:00-16:00,2022-02-10 - 2022-02-20
7953,Low,2022-02-17,28,07:00-10:00,2022-02-10 - 2022-02-20
7956,Jam,2022-02-17,28,22:00-00:00,2022-02-10 - 2022-02-20
7966,Low,2022-02-13,16,22:00-00:00,2022-02-10 - 2022-02-20
7973,Low,2022-02-17,22,10:00-13:00,2022-02-10 - 2022-02-20
7993,High,2022-02-17,26,10:00-13:00,2022-02-10 - 2022-02-20
7995,Jam,2022-02-18,40,19:00-22:00,2022-02-10 - 2022-02-20
8007,Jam,2022-02-12,27,19:00-22:00,2022-02-10 - 2022-02-20
8018,High,2022-02-11,34,10:00-13:00,2022-02-10 - 2022-02-20
8024,Low,2022-02-11,27,22:00-00:00,2022-02-10 - 2022-02-20
8039,Low,2022-02-14,23,22:00-00:00,2022-02-10 - 2022-02-20
8058,Jam,2022-02-15,38,19:00-22:00,2022-02-10 - 2022-02-20
8071,Medium,2022-02-12,42,16:00-19:00,2022-02-10 - 2022-02-20
8079,Jam,2022-02-12,41,19:00-22:00,2022-02-10 - 2022-02-20
8080,Jam,2022-02-18,54,19:00-22:00,2022-02-10 - 2022-02-20
8083,Low,2022-02-17,23,22:00-00:00,2022-02-10 - 2022-02-20
8093,Low,2022-02-15,17,22:00-00:00,2022-02-10 - 2022-02-20
8095,High,2022-02-17,23,10:00-13:00,2022-02-10 - 2022-02-20
8109,Medium,2022-02-15,18,16:00-19:00,2022-02-10 - 2022-02-20
8125,Jam,2022-02-17,29,19:00-22:00,2022-02-10 - 2022-02-20
8128,Low,2022-02-13,19,07:00-10:00,2022-02-10 - 2022-02-20
8130,Jam,2022-02-13,34,19:00-22:00,2022-02-10 - 2022-02-20
8133,Low,2022-02-18,32,22:00-00:00,2022-02-10 - 2022-02-20
8138,Medium,2022-02-17,10,16:00-19:00,2022-02-10 - 2022-02-20
8143,Medium,2022-02-12,30,16:00-19:00,2022-02-10 - 2022-02-20
8161,Low,2022-02-13,17,07:00-10:00,2022-02-10 - 2022-02-20
8166,Jam,2022-02-18,29,19:00-22:00,2022-02-10 - 2022-02-20
8174,Jam,2022-02-12,37,19:00-22:00,2022-02-10 - 2022-02-20
8187,Low,2022-02-12,20,22:00-00:00,2022-02-10 - 2022-02-20
8193,Jam,2022-02-13,13,19:00-22:00,2022-02-10 - 2022-02-20
8194,Medium,2022-02-15,29,16:00-19:00,2022-02-10 - 2022-02-20
8195,Medium,2022-02-13,33,19:00-22:00,2022-02-10 - 2022-02-20
8199,Medium,2022-02-16,39,16:00-19:00,2022-02-10 - 2022-02-20
8200,Jam,2022-02-14,35,19:00-22:00,2022-02-10 - 2022-02-20
8203,Medium,2022-02-17,30,16:00-19:00,2022-02-10 - 2022-02-20
8205,Jam,2022-02-12,31,19:00-22:00,2022-02-10 - 2022-02-20
8213,Medium,2022-02-11,12,16:00-19:00,2022-02-10 - 2022-02-20
8220,Jam,2022-02-15,27,19:00-22:00,2022-02-10 - 2022-02-20
8224,High,2022-02-13,21,13:00-16:00,2022-02-10 - 2022-02-20
8234,High,2022-02-15,27,13:00-16:00,2022-02-10 - 2022-02-20
8236,Low,2022-02-13,17,07:00-10:00,2022-02-10 - 2022-02-20
8243,Low,2022-02-17,21,07:00-10:00,2022-02-10 - 2022-02-20
8248,Low,2022-02-11,19,10:00-13:00,2022-02-10 - 2022-02-20
8249,Medium,2022-02-11,22,16:00-19:00,2022-02-10 - 2022-02-20
8265,Jam,2022-02-14,39,19:00-22:00,2022-02-10 - 2022-02-20
8267,Low,2022-02-17,27,07:00-10:00,2022-02-10 - 2022-02-20
8288,Medium,2022-02-16,26,16:00-19:00,2022-02-10 - 2022-02-20
8289,Low,2022-02-13,19,10:00-13:00,2022-02-10 - 2022-02-20
8316,Jam,2022-02-17,28,19:00-22:00,2022-02-10 - 2022-02-20
8317,Low,2022-02-17,15,22:00-00:00,2022-02-10 - 2022-02-20
8320,Jam,2022-02-16,26,22:00-00:00,2022-02-10 - 2022-02-20
8321,Medium,2022-02-17,11,13:00-16:00,2022-02-10 - 2022-02-20
8322,Low,2022-02-15,14,07:00-10:00,2022-02-10 - 2022-02-20
8327,Jam,2022-02-11,26,19:00-22:00,2022-02-10 - 2022-02-20
8329,Low,2022-02-13,25,10:00-13:00,2022-02-10 - 2022-02-20
8331,Jam,2022-02-16,25,19:00-22:00,2022-02-10 - 2022-02-20
8336,High,2022-02-15,34,13:00-16:00,2022-02-10 - 2022-02-20
8349,Medium,2022-02-14,30,16:00-19:00,2022-02-10 - 2022-02-20
8351,Medium,2022-02-12,30,16:00-19:00,2022-02-10 - 2022-02-20
8354,Medium,2022-02-12,34,16:00-19:00,2022-02-10 - 2022-02-20
8364,Low,2022-02-16,21,22:00-00:00,2022-02-10 - 2022-02-20
8365,Jam,2022-02-13,38,19:00-22:00,2022-02-10 - 2022-02-20
8368,High,2022-02-13,11,13:00-16:00,2022-02-10 - 2022-02-20
8377,Low,2022-02-17,16,10:00-13:00,2022-02-10 - 2022-02-20
8380,Low,2022-02-16,11,22:00-00:00,2022-02-10 - 2022-02-20
8383,Jam,2022-02-12,36,19:00-22:00,2022-02-10 - 2022-02-20
8388,Low,2022-02-13,17,22:00-00:00,2022-02-10 - 2022-02-20
8390,Medium,2022-02-11,33,16:00-19:00,2022-02-10 - 2022-02-20
8393,Jam,2022-02-16,43,19:00-22:00,2022-02-10 - 2022-02-20
8397,High,2022-02-17,33,10:00-13:00,2022-02-10 - 2022-02-20
8409,Medium,2022-02-14,26,16:00-19:00,2022-02-10 - 2022-02-20
8412,Low,2022-02-18,26,22:00-00:00,2022-02-10 - 2022-02-20
8417,Low,2022-02-13,11,22:00-00:00,2022-02-10 - 2022-02-20
8419,Medium,2022-02-16,23,16:00-19:00,2022-02-10 - 2022-02-20
8426,Jam,2022-02-18,21,19:00-22:00,2022-02-10 - 2022-02-20
8428,Low,2022-02-15,22,00:00-04:00,2022-02-10 - 2022-02-20
8429,Jam,2022-02-15,31,19:00-22:00,2022-02-10 - 2022-02-20
8432,Low,2022-02-15,16,07:00-10:00,2022-02-10 - 2022-02-20
8440,High,2022-02-11,17,13:00-16:00,2022-02-10 - 2022-02-20
8443,Low,2022-02-14,22,00:00-04:00,2022-02-10 - 2022-02-20
8445,Medium,2022-02-14,34,19:00-22:00,2022-02-10 - 2022-02-20
8452,Low,2022-02-15,31,22:00-00:00,2022-02-10 - 2022-02-20
8456,Low,2022-02-13,28,10:00-13:00,2022-02-10 - 2022-02-20
8458,Low,2022-02-14,23,22:00-00:00,2022-02-10 - 2022-02-20
8461,Medium,2022-02-17,21,16:00-19:00,2022-02-10 - 2022-02-20
8465,Medium,2022-02-11,25,16:00-19:00,2022-02-10 - 2022-02-20
8470,Medium,2022-02-16,27,16:00-19:00,2022-02-10 - 2022-02-20
8482,Low,2022-02-12,15,22:00-00:00,2022-02-10 - 2022-02-20
8494,Medium,2022-02-17,21,16:00-19:00,2022-02-10 - 2022-02-20
8496,Low,2022-02-17,24,22:00-00:00,2022-02-10 - 2022-02-20
8500,Medium,2022-02-17,16,16:00-19:00,2022-02-10 - 2022-02-20
8502,Low,2022-02-13,10,07:00-10:00,2022-02-10 - 2022-02-20
8511,Low,2022-02-15,20,07:00-10:00,2022-02-10 - 2022-02-20
8516,Medium,2022-02-13,12,16:00-19:00,2022-02-10 - 2022-02-20
8530,Low,2022-02-16,28,22:00-00:00,2022-02-10 - 2022-02-20
8531,High,2022-02-17,26,10:00-13:00,2022-02-10 - 2022-02-20
8532,Jam,2022-02-14,30,19:00-22:00,2022-02-10 - 2022-02-20
8539,Jam,2022-02-16,49,19:00-22:00,2022-02-10 - 2022-02-20
8540,Jam,2022-02-16,35,19:00-22:00,2022-02-10 - 2022-02-20
8550,Low,2022-02-11,15,10:00-13:00,2022-02-10 - 2022-02-20
8556,Medium,2022-02-13,17,16:00-19:00,2022-02-10 - 2022-02-20
8561,Jam,2022-02-14,28,19:00-22:00,2022-02-10 - 2022-02-20
8568,Medium,2022-02-14,28,16:00-19:00,2022-02-10 - 2022-02-20
8577,Low,2022-02-12,23,22:00-00:00,2022-02-10 - 2022-02-20
8596,Low,2022-02-12,17,22:00-00:00,2022-02-10 - 2022-02-20
8602,High,2022-02-15,20,10:00-13:00,2022-02-10 - 2022-02-20
8605,Low,2022-02-18,22,22:00-00:00,2022-02-10 - 2022-02-20
8608,Medium,2022-02-17,19,13:00-16:00,2022-02-10 - 2022-02-20
8610,Medium,2022-02-15,30,16:00-19:00,2022-02-10 - 2022-02-20
8613,Jam,2022-02-13,28,19:00-22:00,2022-02-10 - 2022-02-20
8615,Medium,2022-02-11,12,16:00-19:00,2022-02-10 - 2022-02-20
8623,Low,2022-02-15,20,10:00-13:00,2022-02-10 - 2022-02-20
8624,Jam,2022-02-18,33,19:00-22:00,2022-02-10 - 2022-02-20
8626,High,2022-02-17,16,10:00-13:00,2022-02-10 - 2022-02-20
8643,Jam,2022-02-14,38,19:00-22:00,2022-02-10 - 2022-02-20
8645,Low,2022-02-15,18,22:00-00:00,2022-02-10 - 2022-02-20
8652,Low,2022-02-14,23,22:00-00:00,2022-02-10 - 2022-02-20
8666,Medium,2022-02-11,32,16:00-19:00,2022-02-10 - 2022-02-20
8676,Jam,2022-02-16,30,19:00-22:00,2022-02-10 - 2022-02-20
8683,Low,2022-02-11,17,22:00-00:00,2022-02-10 - 2022-02-20
8690,Jam,2022-02-18,25,19:00-22:00,2022-02-10 - 2022-02-20
8701,Low,2022-02-17,10,07:00-10:00,2022-02-10 - 2022-02-20
8730,Jam,2022-02-13,42,19:00-22:00,2022-02-10 - 2022-02-20
8740,Low,2022-02-11,20,10:00-13:00,2022-02-10 - 2022-02-20
8742,Low,2022-02-12,18,22:00-00:00,2022-02-10 - 2022-02-20
8759,Low,2022-02-14,26,22:00-00:00,2022-02-10 - 2022-02-20
8762,Jam,2022-02-18,30,19:00-22:00,2022-02-10 - 2022-02-20
8765,Jam,2022-02-16,23,19:00-22:00,2022-02-10 - 2022-02-20
8767,Low,2022-02-15,22,07:00-10:00,2022-02-10 - 2022-02-20
8797,Low,2022-02-11,26,10:00-13:00,2022-02-10 - 2022-02-20
8800,Jam,2022-02-12,22,19:00-22:00,2022-02-10 - 2022-02-20
8818,Low,2022-02-18,19,22:00-00:00,2022-02-10 - 2022-02-20
8834,High,2022-02-11,29,10:00-13:00,2022-02-10 - 2022-02-20
8842,Low,2022-02-15,23,22:00-00:00,2022-02-10 - 2022-02-20
8860,Low,2022-02-11,24,10:00-13:00,2022-02-10 - 2022-02-20
8861,Low,2022-02-15,21,22:00-00:00,2022-02-10 - 2022-02-20
8865,Low,2022-02-17,26,07:00-10:00,2022-02-10 - 2022-02-20
8870,High,2022-02-13,25,13:00-16:00,2022-02-10 - 2022-02-20
8894,Jam,2022-02-14,20,19:00-22:00,2022-02-10 - 2022-02-20
8895,Jam,2022-02-16,47,19:00-22:00,2022-02-10 - 2022-02-20
8907,Jam,2022-02-16,26,19:00-22:00,2022-02-10 - 2022-02-20
8914,Medium,2022-02-11,34,16:00-19:00,2022-02-10 - 2022-02-20
8918,Medium,2022-02-17,24,16:00-19:00,2022-02-10 - 2022-02-20
8919,Jam,2022-02-14,35,19:00-22:00,2022-02-10 - 2022-02-20
8947,Low,2022-02-12,27,22:00-00:00,2022-02-10 - 2022-02-20
8951,Jam,2022-02-18,39,19:00-22:00,2022-02-10 - 2022-02-20
8964,Medium,2022-02-18,26,16:00-19:00,2022-02-10 - 2022-02-20
8967,Medium,2022-02-14,39,16:00-19:00,2022-02-10 - 2022-02-20
8984,Medium,2022-02-11,27,16:00-19:00,2022-02-10 - 2022-02-20
8988,Medium,2022-02-18,23,16:00-19:00,2022-02-10 - 2022-02-20
8999,Low,2022-02-13,29,22:00-00:00,2022-02-10 - 2022-02-20
9006,Medium,2022-02-15,21,16:00-19:00,2022-02-10 - 2022-02-20
9008,Medium,2022-02-12,43,16:00-19:00,2022-02-10 - 2022-02-20
9011,Medium,2022-02-13,10,16:00-19:00,2022-02-10 - 2022-02-20
9019,Low,2022-02-13,10,07:00-10:00,2022-02-10 - 2022-02-20
9024,High,2022-02-17,30,13:00-16:00,2022-02-10 - 2022-02-20
9044,Low,2022-02-11,17,07:00-10:00,2022-02-10 - 2022-02-20
9047,Low,2022-02-15,23,07:00-10:00,2022-02-10 - 2022-02-20
9049,Jam,2022-02-14,39,19:00-22:00,2022-02-10 - 2022-02-20
9050,Low,2022-02-17,21,07:00-10:00,2022-02-10 - 2022-02-20
9076,Low,2022-02-16,31,22:00-00:00,2022-02-10 - 2022-02-20
9082,Low,2022-02-18,27,22:00-00:00,2022-02-10 - 2022-02-20
9087,Medium,2022-02-18,24,16:00-19:00,2022-02-10 - 2022-02-20
9089,Medium,2022-02-17,29,16:00-19:00,2022-02-10 - 2022-02-20
9094,Jam,2022-02-14,40,19:00-22:00,2022-02-10 - 2022-02-20
9098,Jam,2022-02-12,39,19:00-22:00,2022-02-10 - 2022-02-20
9099,Low,2022-02-13,18,07:00-10:00,2022-02-10 - 2022-02-20
9101,Jam,2022-02-12,38,19:00-22:00,2022-02-10 - 2022-02-20
9107,Jam,2022-02-18,34,19:00-22:00,2022-02-10 - 2022-02-20
9108,Jam,2022-02-17,30,19:00-22:00,2022-02-10 - 2022-02-20
9117,Low,2022-02-12,16,22:00-00:00,2022-02-10 - 2022-02-20
9125,Low,2022-02-11,21,10:00-13:00,2022-02-10 - 2022-02-20
9135,Low,2022-02-15,27,10:00-13:00,2022-02-10 - 2022-02-20
9140,Medium,2022-02-11,27,16:00-19:00,2022-02-10 - 2022-02-20
9144,Low,2022-02-12,21,22:00-00:00,2022-02-10 - 2022-02-20
9145,Medium,2022-02-11,30,16:00-19:00,2022-02-10 - 2022-02-20
9149,Low,2022-02-11,17,22:00-00:00,2022-02-10 - 2022-02-20
9154,Low,2022-02-15,14,07:00-10:00,2022-02-10 - 2022-02-20
9155,Medium,2022-02-13,33,16:00-19:00,2022-02-10 - 2022-02-20
9175,Medium,2022-02-18,28,16:00-19:00,2022-02-10 - 2022-02-20
9184,Medium,2022-02-12,15,16:00-19:00,2022-02-10 - 2022-02-20
9193,Low,2022-02-18,25,22:00-00:00,2022-02-10 - 2022-02-20
9195,Low,2022-02-14,17,22:00-00:00,2022-02-10 - 2022-02-20
9203,Jam,2022-02-18,37,19:00-22:00,2022-02-10 - 2022-02-20
9208,Low,2022-02-13,14,07:00-10:00,2022-02-10 - 2022-02-20
9209,Medium,2022-02-17,31,16:00-19:00,2022-02-10 - 2022-02-20
9211,Jam,2022-02-13,18,19:00-22:00,2022-02-10 - 2022-02-20
9216,Jam,2022-02-16,47,19:00-22:00,2022-02-10 - 2022-02-20
9227,Jam,2022-02-18,14,19:00-22:00,2022-02-10 - 2022-02-20
9229,Low,2022-02-11,27,22:00-00:00,2022-02-10 - 2022-02-20
9241,Low,2022-02-12,21,22:00-00:00,2022-02-10 - 2022-02-20
9245,Jam,2022-02-13,31,19:00-22:00,2022-02-10 - 2022-02-20
9247,Jam,2022-02-14,28,19:00-22:00,2022-02-10 - 2022-02-20
9248,Jam,2022-02-16,30,19:00-22:00,2022-02-10 - 2022-02-20
9255,Jam,2022-02-14,36,19:00-22:00,2022-02-10 - 2022-02-20
9256,Low,2022-02-16,23,22:00-00:00,2022-02-10 - 2022-02-20
9263,Jam,2022-02-13,16,19:00-22:00,2022-02-10 - 2022-02-20
9265,Medium,2022-02-16,30,16:00-19:00,2022-02-10 - 2022-02-20
9267,Low,2022-02-13,23,10:00-13:00,2022-02-10 - 2022-02-20
9268,Jam,2022-02-12,31,19:00-22:00,2022-02-10 - 2022-02-20
9269,Jam,2022-02-15,30,19:00-22:00,2022-02-10 - 2022-02-20
9273,Low,2022-02-11,18,07:00-10:00,2022-02-10 - 2022-02-20
9276,Medium,2022-02-11,29,16:00-19:00,2022-02-10 - 2022-02-20
9298,Low,2022-02-11,33,07:00-10:00,2022-02-10 - 2022-02-20
9312,Medium,2022-02-17,15,16:00-19:00,2022-02-10 - 2022-02-20
9320,Medium,2022-02-17,10,16:00-19:00,2022-02-10 - 2022-02-20
9321,Low,2022-02-14,18,22:00-00:00,2022-02-10 - 2022-02-20
9323,Jam,2022-02-12,50,19:00-22:00,2022-02-10 - 2022-02-20
9324,Low,2022-02-11,19,10:00-13:00,2022-02-10 - 2022-02-20
9328,Jam,2022-02-18,42,19:00-22:00,2022-02-10 - 2022-02-20
9337,Medium,2022-02-11,17,16:00-19:00,2022-02-10 - 2022-02-20
9338,Jam,2022-02-15,23,19:00-22:00,2022-02-10 - 2022-02-20
9356,Jam,2022-02-14,47,19:00-22:00,2022-02-10 - 2022-02-20
9357,Medium,2022-02-11,19,13:00-16:00,2022-02-10 - 2022-02-20
9363,Low,2022-02-11,29,10:00-13:00,2022-02-10 - 2022-02-20
9373,Jam,2022-02-14,27,19:00-22:00,2022-02-10 - 2022-02-20
9376,Low,2022-02-16,16,22:00-00:00,2022-02-10 - 2022-02-20
9382,Medium,2022-02-16,44,16:00-19:00,2022-02-10 - 2022-02-20
9386,Low,2022-02-18,36,22:00-00:00,2022-02-10 - 2022-02-20
9405,Jam,2022-02-11,32,19:00-22:00,2022-02-10 - 2022-02-20
9408,Medium,2022-02-14,38,19:00-22:00,2022-02-10 - 2022-02-20
9428,High,2022-02-17,28,10:00-13:00,2022-02-10 - 2022-02-20
9443,Low,2022-02-15,15,22:00-00:00,2022-02-10 - 2022-02-20
9445,Low,2022-02-13,11,07:00-10:00,2022-02-10 - 2022-02-20
9449,High,2022-02-11,20,13:00-16:00,2022-02-10 - 2022-02-20
9450,Medium,2022-02-18,39,16:00-19:00,2022-02-10 - 2022-02-20
9465,Low,2022-02-14,29,22:00-00:00,2022-02-10 - 2022-02-20
9478,High,2022-02-15,32,13:00-16:00,2022-02-10 - 2022-02-20
9480,Jam,2022-02-14,35,19:00-22:00,2022-02-10 - 2022-02-20
9485,Low,2022-02-16,12,22:00-00:00,2022-02-10 - 2022-02-20
9487,High,2022-02-15,16,10:00-13:00,2022-02-10 - 2022-02-20
9492,Jam,2022-02-11,29,19:00-22:00,2022-02-10 - 2022-02-20
9494,Medium,2022-02-16,22,16:00-19:00,2022-02-10 - 2022-02-20
9496,Jam,2022-02-17,26,19:00-22:00,2022-02-10 - 2022-02-20
9503,Low,2022-02-18,20,22:00-00:00,2022-02-10 - 2022-02-20
9516,Jam,2022-02-12,32,19:00-22:00,2022-02-10 - 2022-02-20
9525,Jam,2022-02-16,35,19:00-22:00,2022-02-10 - 2022-02-20
9528,Medium,2022-02-16,35,16:00-19:00,2022-02-10 - 2022-02-20
9532,High,2022-02-17,21,13:00-16:00,2022-02-10 - 2022-02-20
9556,Low,2022-02-11,26,22:00-00:00,2022-02-10 - 2022-02-20
9564,Jam,2022-02-14,27,19:00-22:00,2022-02-10 - 2022-02-20
9569,Low,2022-02-15,24,07:00-10:00,2022-02-10 - 2022-02-20
9577,Jam,2022-02-12,13,19:00-22:00,2022-02-10 - 2022-02-20
9586,Low,2022-02-18,22,22:00-00:00,2022-02-10 - 2022-02-20
