,Road_traffic_density,Order_Date,Time_taken(min),time_periods,Order_Date_period
13855,High,2022-03-05,30,10:00-13:00,2022-03-10 - 2022-03-20
13856,Medium,2022-03-04,37,16:00-19:00,2022-03-10 - 2022-03-20
13857,Jam,2022-03-11,20,19:00-22:00,2022-03-20 - 2022-03-31
13860,Medium,2022-03-16,20,16:00-19:00,2022-03-20 - 2022-03-31
13861,Jam,2022-03-26,29,19:00-22:00,2022-04-01 - 2022-04-10
13863,Jam,2022-03-13,29,19:00-22:00,2022-03-20 - 2022-03-31
13864,Jam,2022-03-20,39,19:00-22:00,2022-03-20 - 2022-03-31
13865,Jam,2022-03-26,30,19:00-22:00,2022-04-01 - 2022-04-10
13867,Low,2022-03-01,14,22:00-00:00,2022-03-01 - 2022-03-10
13868,Low,2022-03-15,18,10:00-13:00,2022-03-20 - 2022-03-31
13873,Jam,2022-03-06,27,19:00-22:00,2022-03-10 - 2022-03-20
13874,Jam,2022-03-27,35,19:00-22:00,2022-04-01 - 2022-04-10
13875,Jam,2022-03-17,32,19:00-22:00,2022-03-20 - 2022-03-31
13876,Jam,2022-03-08,39,19:00-22:00,2022-03-10 - 2022-03-20
13877,Low,2022-03-29,28,00:00-04:00,2022-04-01 - 2022-04-10
13881,Low,2022-03-24,32,07:00-10:00,2022-04-01 - 2022-04-10
13882,Jam,2022-03-25,30,19:00-22:00,2022-04-01 - 2022-04-10
13884,Low,2022-03-24,22,10:00-13:00,2022-04-01 - 2022-04-10
13887,Jam,2022-03-30,23,19:00-22:00,2022-04-01 - 2022-04-10
13889,Medium,2022-03-27,38,19:00-22:00,2022-04-01 - 2022-04-10
13891,High,2022-03-15,20,10:00-13:00,2022-03-20 - 2022-03-31
13893,Jam,2022-03-16,26,19:00-22:00,2022-03-20 - 2022-03-31
13894,Jam,2022-03-25,49,19:00-22:00,2022-04-01 - 2022-04-10
13896,High,2022-03-21,13,10:00-13:00,2022-04-01 - 2022-04-10
13899,Medium,2022-03-31,37,16:00-19:00,2022-04-01 - 2022-04-10
13900,Jam,2022-03-17,30,19:00-22:00,2022-03-20 - 2022-03-31
13901,Low,2022-03-15,24,07:00-10:00,2022-03-20 - 2022-03-31
13902,Jam,2022-03-06,32,19:00-22:00,2022-03-10 - 2022-03-20
13903,Medium,2022-03-02,33,16:00-19:00,2022-03-10 - 2022-03-20
13906,Low,2022-03-08,20,22:00-00:00,2022-03-10 - 2022-03-20
13907,Low,2022-03-21,11,10:00-13:00,2022-04-01 - 2022-04-10
13908,Medium,2022-03-30,18,16:00-19:00,2022-04-01 - 2022-04-10
13909,Low,2022-03-14,30,22:00-00:00,2022-03-20 - 2022-03-31
13912,Medium,2022-03-21,10,16:00-19:00,2022-04-01 - 2022-04-10
13913,Jam,2022-03-23,25,19:00-22:00,2022-04-01 - 2022-04-10
13915,Low,2022-03-07,22,22:00-00:00,2022-03-10 - 2022-03-20
13916,Jam,2022-03-29,30,19:00-22:00,2022-04-01 - 2022-04-10
13917,Jam,2022-03-15,20,19:00-22:00,2022-03-20 - 2022-03-31
13919,Medium,2022-03-13,27,16:00-19:00,2022-03-20 - 2022-03-31
13921,Jam,2022-03-17,22,19:00-22:00,2022-03-20 - 2022-03-31
13925,Medium,2022-03-18,39,19:00-22:00,2022-03-20 - 2022-03-31
13928,Low,2022-03-25,20,22:00-00:00,2022-04-01 - 2022-04-10
13930,Low,2022-03-26,23,07:00-10:00,2022-04-01 - 2022-04-10
13931,Low,2022-03-11,28,07:00-10:00,2022-03-20 - 2022-03-31
13932,Jam,2022-03-25,43,19:00-22:00,2022-04-01 - 2022-04-10
13933,High,2022-03-11,33,10:00-13:00,2022-03-20 - 2022-03-31
13934,Low,2022-03-30,13,07:00-10:00,2022-04-01 - 2022-04-10
13935,Medium,2022-03-30,29,16:00-19:00,2022-04-01 - 2022-04-10
13936,Jam,2022-03-08,18,19:00-22:00,2022-03-10 - 2022-03-20
13937,Medium,2022-03-01,39,16:00-19:00,2022-03-01 - 2022-03-10
13938,Medium,2022-03-28,29,16:00-19:00,2022-04-01 - 2022-04-10
13939,Medium,2022-03-31,30,16:00-19:00,2022-04-01 - 2022-04-10
13940,High,2022-03-07,20,13:00-16:00,2022-03-10 - 2022-03-20
13943,Jam,2022-03-15,18,19:00-22:00,2022-03-20 - 2022-03-31
13944,Low,2022-03-02,25,22:00-00:00,2022-03-10 - 2022-03-20
13945,Jam,2022-03-19,28,19:00-22:00,2022-03-20 - 2022-03-31
13946,Jam,2022-03-29,46,19:00-22:00,2022-04-01 - 2022-04-10
13948,Low,2022-03-15,19,07:00-10:00,2022-03-20 - 2022-03-31
13949,High,2022-03-05,34,10:00-13:00,2022-03-10 - 2022-03-20
13952,High,2022-03-28,25,10:00-13:00,2022-04-01 - 2022-04-10
13953,Low,2022-03-16,20,22:00-00:00,2022-03-20 - 2022-03-31
13954,Medium,2022-03-25,42,16:00-19:00,2022-04-01 - 2022-04-10
13956,Jam,2022-03-21,36,19:00-22:00,2022-04-01 - 2022-04-10
13960,Jam,2022-03-08,52,19:00-22:00,2022-03-10 - 2022-03-20
13963,Medium,2022-03-17,18,16:00-19:00,2022-03-20 - 2022-03-31
13964,Medium,2022-03-15,27,16:00-19:00,2022-03-20 - 2022-03-31
13965,Medium,2022-03-06,35,16:00-19:00,2022-03-10 - 2022-03-20
13966,Low,2022-03-06,19,22:00-00:00,2022-03-10 - 2022-03-20
13967,Low,2022-03-12,25,22:00-00:00,2022-03-20 - 2022-03-31
13969,Medium,2022-03-23,35,16:00-19:00,2022-04-01 - 2022-04-10
13970,Jam,2022-03-13,31,19:00-22:00,2022-03-20 - 2022-03-31
13971,Low,2022-03-13,23,22:00-00:00,2022-03-20 - 2022-03-31
13974,Jam,2022-03-23,47,19:00-22:00,2022-04-01 - 2022-04-10
13975,Low,2022-03-07,29,07:00-10:00,2022-03-10 - 2022-03-20
13977,High,2022-03-17,30,10:00-13:00,2022-03-20 - 2022-03-31
13982,Jam,2022-03-29,14,19:00-22:00,2022-04-01 - 2022-04-10
13983,Low,2022-03-17,13,22:00-00:00,2022-03-20 - 2022-03-31
13985,Jam,2022-03-21,29,19:00-22:00,2022-04-01 - 2022-04-10
13986,Jam,2022-03-16,43,19:00-22:00,2022-03-20 - 2022-03-31
13987,Jam,2022-03-25,29,19:00-22:00,2022-04-01 - 2022-04-10
13988,Low,2022-03-08,21,22:00-00:00,2022-03-10 - 2022-03-20
13991,Low,2022-03-18,22,22:00-00:00,2022-03-20 - 2022-03-31
13993,Medium,2022-03-25,32,16:00-19:00,2022-04-01 - 2022-04-10
13994,Low,2022-03-19,26,07:00-10:00,2022-03-20 - 2022-03-31
13995,Jam,2022-03-14,36,19:00-22:00,2022-03-20 - 2022-03-31
13996,Jam,2022-03-23,14,19:00-22:00,2022-04-01 - 2022-04-10
13997,Low,2022-03-14,26,22:00-00:00,2022-03-20 - 2022-03-31
13999,Medium,2022-03-13,10,16:00-19:00,2022-03-20 - 2022-03-31
14000,High,2022-03-09,27,10:00-13:00,2022-03-10 - 2022-03-20
14001,Medium,2022-03-27,27,16:00-19:00,2022-04-01 - 2022-04-10
14002,High,2022-03-28,34,10:00-13:00,2022-04-01 - 2022-04-10
14003,Medium,2022-03-21,31,16:00-19:00,2022-04-01 - 2022-04-10
14004,Jam,2022-03-15,13,19:00-22:00,2022-03-20 - 2022-03-31
14005,Medium,2022-03-12,39,16:00-19:00,2022-03-20 - 2022-03-31
14006,Low,2022-03-13,15,07:00-10:00,2022-03-20 - 2022-03-31
14007,Low,2022-03-03,10,22:00-00:00,2022-03-10 - 2022-03-20
14008,Medium,2022-03-02,39,16:00-19:00,2022-03-10 - 2022-03-20
14009,High,2022-03-30,19,10:00-13:00,2022-04-01 - 2022-04-10
14010,Low,2022-03-26,15,22:00-00:00,2022-04-01 - 2022-04-10
14011,Low,2022-03-28,27,10:00-13:00,2022-04-01 - 2022-04-10
14012,Low,2022-03-29,28,22:00-00:00,2022-04-01 - 2022-04-10
14018,Jam,2022-03-31,31,19:00-22:00,2022-04-01 - 2022-04-10
14020,Jam,2022-03-29,46,19:00-22:00,2022-04-01 - 2022-04-10
14021,Medium,2022-03-14,43,16:00-19:00,2022-03-20 - 2022-03-31
14022,Low,2022-03-27,27,22:00-00:00,2022-04-01 - 2022-04-10
14024,Medium,2022-03-29,28,19:00-22:00,2022-04-01 - 2022-04-10
14025,High,2022-03-05,32,13:00-16:00,2022-03-10 - 2022-03-20
14026,Jam,2022-03-26,29,19:00-22:00,2022-04-01 - 2022-04-10
14027,Low,2022-03-08,20,22:00-00:00,2022-03-10 - 2022-03-20
14028,Low,2022-03-14,30,22:00-00:00,2022-03-20 - 2022-03-31
14031,Jam,2022-03-14,31,19:00-22:00,2022-03-20 - 2022-03-31
14033,Medium,2022-03-16,38,16:00-19:00,2022-03-20 - 2022-03-31
14035,Medium,2022-03-20,28,16:00-19:00,2022-03-20 - 2022-03-31
14036,Jam,2022-03-23,17,19:00-22:00,2022-04-01 - 2022-04-10
14037,Jam,2022-03-16,41,19:00-22:00,2022-03-20 - 2022-03-31
14039,Low,2022-03-03,10,22:00-00:00,2022-03-10 - 2022-03-20
14041,Medium,2022-03-29,25,16:00-19:00,2022-04-01 - 2022-04-10
14042,Jam,2022-03-08,20,19:00-22:00,2022-03-10 - 2022-03-20
14043,Medium,2022-03-20,33,19:00-22:00,2022-03-20 - 2022-03-31
14044,Jam,2022-03-20,45,19:00-22:00,2022-03-20 - 2022-03-31
14045,High,2022-03-13,25,10:00-13:00,2022-03-20 - 2022-03-31
14048,Jam,2022-03-06,25,19:00-22:00,2022-03-10 - 2022-03-20
14051,Medium,2022-03-13,31,13:00-16:00,2022-03-20 - 2022-03-31
14053,Low,2022-03-12,34,22:00-00:00,2022-03-20 - 2022-03-31
14054,Medium,2022-03-18,19,16:00-19:00,2022-03-20 - 2022-03-31
14055,Jam,2022-03-31,44,19:00-22:00,2022-04-01 - 2022-04-10
14056,Low,2022-03-28,21,22:00-00:00,2022-04-01 - 2022-04-10
14057,Jam,2022-03-02,46,19:00-22:00,2022-03-10 - 2022-03-20
14059,Medium,2022-03-01,22,16:00-19:00,2022-03-01 - 2022-03-10
14061,High,2022-03-21,27,10:00-13:00,2022-04-01 - 2022-04-10
14062,Low,2022-03-25,14,22:00-00:00,2022-04-01 - 2022-04-10
14063,Low,2022-03-15,23,07:00-10:00,2022-03-20 - 2022-03-31
14065,Jam,2022-03-20,44,19:00-22:00,2022-03-20 - 2022-03-31
14066,Low,2022-03-07,17,07:00-10:00,2022-03-10 - 2022-03-20
14067,Low,2022-03-09,19,07:00-10:00,2022-03-10 - 2022-03-20
14068,Jam,2022-03-01,25,19:00-22:00,2022-03-01 - 2022-03-10
14073,Low,2022-03-23,21,22:00-00:00,2022-04-01 - 2022-04-10
14074,Low,2022-03-09,27,22:00-00:00,2022-03-10 - 2022-03-20
14075,Jam,2022-03-31,41,19:00-22:00,2022-04-01 - 2022-04-10
14078,Jam,2022-03-11,25,19:00-22:00,2022-03-20 - 2022-03-31
14079,Medium,2022-03-13,16,16:00-19:00,2022-03-20 - 2022-03-31
14080,Low,2022-03-04,23,22:00-00:00,2022-03-10 - 2022-03-20
14081,Jam,2022-03-02,24,19:00-22:00,2022-03-10 - 2022-03-20
14082,High,2022-03-28,32,13:00-16:00,2022-04-01 - 2022-04-10
14083,Low,2022-03-06,24,00:00-04:00,2022-03-10 - 2022-03-20
14084,Low,2022-03-14,28,22:00-00:00,2022-03-20 - 2022-03-31
14085,Jam,2022-03-24,35,19:00-22:00,2022-04-01 - 2022-04-10
14086,Low,2022-03-25,29,22:00-00:00,2022-04-01 - 2022-04-10
14090,Low,2022-03-11,10,22:00-00:00,2022-03-20 - 2022-03-31
14091,Medium,2022-03-15,23,16:00-19:00,2022-03-20 - 2022-03-31
14093,Low,2022-03-21,16,07:00-10:00,2022-04-01 - 2022-04-10
14094,Medium,2022-03-25,37,19:00-22:00,2022-04-01 - 2022-04-10
14095,Jam,2022-03-21,10,19:00-22:00,2022-04-01 - 2022-04-10
14096,Low,2022-03-25,24,22:00-00:00,2022-04-01 - 2022-04-10
14097,Jam,2022-03-07,40,19:00-22:00,2022-03-10 - 2022-03-20
14098,Low,2022-03-31,28,22:00-00:00,2022-04-01 - 2022-04-10
14100,Jam,2022-03-12,39,19:00-22:00,2022-03-20 - 2022-03-31
14102,Jam,2022-03-16,39,19:00-22:00,2022-03-20 - 2022-03-31
14103,Low,2022-03-27,23,22:00-00:00,2022-04-01 - 2022-04-10
14105,Medium,2022-03-06,43,16:00-19:00,2022-03-10 - 2022-03-20
14107,High,2022-03-26,31,13:00-16:00,2022-04-01 - 2022-04-10
14108,Medium,2022-03-07,34,16:00-19:00,2022-03-10 - 2022-03-20
14110,Jam,2022-03-01,37,19:00-22:00,2022-03-01 - 2022-03-10
14111,Jam,2022-03-04,44,19:00-22:00,2022-03-10 - 2022-03-20
14114,Jam,2022-03-27,43,19:00-22:00,2022-04-01 - 2022-04-10
14115,High,2022-03-19,21,13:00-16:00,2022-03-20 - 2022-03-31
14117,Medium,2022-03-10,36,16:00-19:00,2022-03-10 - 2022-03-20
14118,Medium,2022-03-09,28,16:00-19:00,2022-03-10 - 2022-03-20
14120,High,2022-03-11,24,13:00-16:00,2022-03-20 - 2022-03-31
14124,Jam,2022-03-29,40,19:00-22:00,2022-04-01 - 2022-04-10
14126,Medium,2022-03-07,22,16:00-19:00,2022-03-10 - 2022-03-20
14127,Medium,2022-03-17,15,16:00-19:00,2022-03-20 - 2022-03-31
14128,Low,2022-03-28,18,07:00-10:00,2022-04-01 - 2022-04-10
14131,Jam,2022-03-04,33,19:00-22:00,2022-03-10 - 2022-03-20
14132,Jam,2022-03-23,31,19:00-22:00,2022-04-01 - 2022-04-10
14134,Medium,2022-03-25,20,16:00-19:00,2022-04-01 - 2022-04-10
14136,Medium,2022-03-09,26,13:00-16:00,2022-03-10 - 2022-03-20
14139,Jam,2022-03-25,42,19:00-22:00,2022-04-01 - 2022-04-10
14141,Jam,2022-03-04,44,19:00-22:00,2022-03-10 - 2022-03-20
14143,Medium,2022-03-09,19,16:00-19:00,2022-03-10 - 2022-03-20
14144,Jam,2022-03-17,25,19:00-22:00,2022-03-20 - 2022-03-31
14145,Jam,2022-03-20,39,19:00-22:00,2022-03-20 - 2022-03-31
14146,Low,2022-03-21,20,22:00-00:00,2022-04-01 - 2022-04-10
14147,Medium,2022-03-09,19,13:00-16:00,2022-03-10 - 2022-03-20
14149,Medium,2022-03-26,16,16:00-19:00,2022-04-01 - 2022-04-10
14150,Low,2022-03-15,20,07:00-10:00,2022-03-20 - 2022-03-31
14156,Medium,2022-03-21,28,16:00-19:00,2022-04-01 - 2022-04-10
14157,Medium,2022-03-04,39,19:00-22:00,2022-03-10 - 2022-03-20
14158,Jam,2022-03-27,20,19:00-22:00,2022-04-01 - 2022-04-10
14163,Jam,2022-03-10,33,19:00-22:00,2022-03-10 - 2022-03-20
14164,Medium,2022-03-31,38,16:00-19:00,2022-04-01 - 2022-04-10
14165,Low,2022-03-13,11,22:00-00:00,2022-03-20 - 2022-03-31
14167,Medium,2022-03-18,20,16:00-19:00,2022-03-20 - 2022-03-31
14168,Medium,2022-03-30,34,16:00-19:00,2022-04-01 - 2022-04-10
14169,Medium,2022-03-20,46,16:00-19:00,2022-03-20 - 2022-03-31
14172,Medium,2022-03-04,26,16:00-19:00,2022-03-10 - 2022-03-20
14173,Low,2022-03-27,25,22:00-00:00,2022-04-01 - 2022-04-10
14174,Low,2022-03-07,24,22:00-00:00,2022-03-10 - 2022-03-20
14175,Low,2022-03-02,21,22:00-00:00,2022-03-10 - 2022-03-20
14176,Jam,2022-03-11,31,19:00-22:00,2022-03-20 - 2022-03-31
14181,Low,2022-03-26,20,07:00-10:00,2022-04-01 - 2022-04-10
14183,Low,2022-03-15,29,22:00-00:00,2022-03-20 - 2022-03-31
14186,Low,2022-03-03,15,22:00-00:00,2022-03-10 - 2022-03-20
14187,Medium,2022-03-08,17,16:00-19:00,2022-03-10 - 2022-03-20
14189,Low,2022-03-25,19,22:00-00:00,2022-04-01 - 2022-04-10
14190,Low,2022-03-13,10,22:00-00:00,2022-03-20 - 2022-03-31
14191,Jam,2022-03-18,40,19:00-22:00,2022-03-20 - 2022-03-31
14192,High,2022-03-28,30,13:00-16:00,2022-04-01 - 2022-04-10
14194,Low,2022-03-01,21,22:00-00:00,2022-03-01 - 2022-03-10
14196,Jam,2022-03-17,22,19:00-22:00,2022-03-20 - 2022-03-31
14197,Low,2022-03-24,25,22:00-00:00,2022-04-01 - 2022-04-10
14200,Low,2022-03-01,21,22:00-00:00,2022-03-01 - 2022-03-10
14201,Low,2022-03-03,27,22:00-00:00,2022-03-10 - 2022-03-20
14202,High,2022-03-26,30,10:00-13:00,2022-04-01 - 2022-04-10
14206,Jam,2022-03-23,42,19:00-22:00,2022-04-01 - 2022-04-10
14207,Jam,2022-03-14,38,19:00-22:00,2022-03-20 - 2022-03-31
14208,Low,2022-03-05,16,10:00-13:00,2022-03-10 - 2022-03-20
14210,Jam,2022-03-04,48,19:00-22:00,2022-03-10 - 2022-03-20
14211,Jam,2022-03-20,43,19:00-22:00,2022-03-20 - 2022-03-31
14212,Medium,2022-03-01,21,16:00-19:00,2022-03-01 - 2022-03-10
14213,Jam,2022-03-05,29,19:00-22:00,2022-03-10 - 2022-03-20
14214,Medium,2022-03-04,29,16:00-19:00,2022-03-10 - 2022-03-20
14217,High,2022-03-05,26,10:00-13:00,2022-03-10 - 2022-03-20
14218,Low,2022-03-07,18,07:00-10:00,2022-03-10 - 2022-03-20
14219,Low,2022-03-13,20,10:00-13:00,2022-03-20 - 2022-03-31
14220,Medium,2022-03-26,13,13:00-16:00,2022-04-01 - 2022-04-10
14222,Medium,2022-03-01,25,16:00-19:00,2022-03-01 - 2022-03-10
14224,Jam,2022-03-14,44,19:00-22:00,2022-03-20 - 2022-03-31
14225,Medium,2022-03-30,31,16:00-19:00,2022-04-01 - 2022-04-10
14226,Low,2022-03-21,20,07:00-10:00,2022-04-01 - 2022-04-10
14227,Medium,2022-03-27,26,16:00-19:00,2022-04-01 - 2022-04-10
14229,Low,2022-03-18,19,22:00-00:00,2022-03-20 - 2022-03-31
14230,Low,2022-03-19,23,10:00-13:00,2022-03-20 - 2022-03-31
14233,Low,2022-03-20,13,22:00-00:00,2022-03-20 - 2022-03-31
14237,Jam,2022-03-27,22,19:00-22:00,2022-04-01 - 2022-04-10
14238,Medium,2022-03-13,15,13:00-16:00,2022-03-20 - 2022-03-31
14239,Jam,2022-03-29,37,19:00-22:00,2022-04-01 - 2022-04-10
14242,Low,2022-03-11,29,10:00-13:00,2022-03-20 - 2022-03-31
14243,Jam,2022-03-27,18,19:00-22:00,2022-04-01 - 2022-04-10
14244,Low,2022-03-24,20,07:00-10:00,2022-04-01 - 2022-04-10
14245,Low,2022-03-01,23,07:00-10:00,2022-03-01 - 2022-03-10
14249,Jam,2022-03-14,42,19:00-22:00,2022-03-20 - 2022-03-31
14250,Medium,2022-03-28,26,16:00-19:00,2022-04-01 - 2022-04-10
14252,Jam,2022-03-07,33,19:00-22:00,2022-03-10 - 2022-03-20
14254,Jam,2022-03-15,43,19:00-22:00,2022-03-20 - 2022-03-31
14256,Low,2022-03-19,28,00:00-04:00,2022-03-20 - 2022-03-31
14259,Jam,2022-03-23,26,19:00-22:00,2022-04-01 - 2022-04-10
14261,Low,2022-03-13,22,07:00-10:00,2022-03-20 - 2022-03-31
14263,Medium,2022-03-06,46,16:00-19:00,2022-03-10 - 2022-03-20
14264,Jam,2022-03-03,26,19:00-22:00,2022-03-10 - 2022-03-20
14265,Jam,2022-03-19,29,19:00-22:00,2022-03-20 - 2022-03-31
14266,Jam,2022-03-05,20,19:00-22:00,2022-03-10 - 2022-03-20
14267,Low,2022-03-31,28,22:00-00:00,2022-04-01 - 2022-04-10
14269,Low,2022-03-19,11,22:00-00:00,2022-03-20 - 2022-03-31
14270,Medium,2022-03-14,33,16:00-19:00,2022-03-20 - 2022-03-31
14273,High,2022-03-09,24,10:00-13:00,2022-03-10 - 2022-03-20
14274,Low,2022-03-09,24,07:00-10:00,2022-03-10 - 2022-03-20
14275,Medium,2022-03-29,34,16:00-19:00,2022-04-01 - 2022-04-10
14276,Low,2022-03-07,16,10:00-13:00,2022-03-10 - 2022-03-20
14277,Low,2022-03-30,28,07:00-10:00,2022-04-01 - 2022-04-10
14278,Low,2022-03-15,19,10:00-13:00,2022-03-20 - 2022-03-31
14281,Low,2022-03-09,15,10:00-13:00,2022-03-10 - 2022-03-20
14282,Jam,2022-03-15,26,19:00-22:00,2022-03-20 - 2022-03-31
14283,Low,2022-03-06,18,22:00-00:00,2022-03-10 - 2022-03-20
14285,Low,2022-03-13,23,07:00-10:00,2022-03-20 - 2022-03-31
14287,Low,2022-03-17,28,10:00-13:00,2022-03-20 - 2022-03-31
14288,Jam,2022-03-02,22,19:00-22:00,2022-03-10 - 2022-03-20
14289,Low,2022-03-19,12,22:00-00:00,2022-03-20 - 2022-03-31
14293,Low,2022-03-26,27,10:00-13:00,2022-04-01 - 2022-04-10
14294,Low,2022-03-10,21,22:00-00:00,2022-03-10 - 2022-03-20
14295,Low,2022-03-23,26,22:00-00:00,2022-04-01 - 2022-04-10
14296,Low,2022-03-31,20,22:00-00:00,2022-04-01 - 2022-04-10
14297,High,2022-03-17,34,10:00-13:00,2022-03-20 - 2022-03-31
14299,Low,2022-03-09,16,07:00-10:00,2022-03-10 - 2022-03-20
14300,Low,2022-03-03,29,07:00-10:00,2022-03-10 - 2022-03-20
14301,Low,2022-03-07,17,22:00-00:00,2022-03-10 - 2022-03-20
14304,Low,2022-03-19,28,07:00-10:00,2022-03-20 - 2022-03-31
14305,Low,2022-03-30,24,22:00-00:00,2022-04-01 - 2022-04-10
14306,Low,2022-03-16,29,22:00-00:00,2022-03-20 - 2022-03-31
14307,Low,2022-03-08,24,22:00-00:00,2022-03-10 - 2022-03-20
14309,Low,2022-03-04,17,22:00-00:00,2022-03-10 - 2022-03-20
14311,Medium,2022-03-16,25,19:00-22:00,2022-03-20 - 2022-03-31
14312,Low,2022-03-13,15,07:00-10:00,2022-03-20 - 2022-03-31
14313,Medium,2022-03-11,25,16:00-19:00,2022-03-20 - 2022-03-31
14314,Medium,2022-03-04,27,16:00-19:00,2022-03-10 - 2022-03-20
14316,Medium,2022-03-31,36,16:00-19:00,2022-04-01 - 2022-04-10
14321,Low,2022-03-03,12,22:00-00:00,2022-03-10 - 2022-03-20
14322,Medium,2022-03-25,31,16:00-19:00,2022-04-01 - 2022-04-10
14323,Jam,2022-03-25,39,19:00-22:00,2022-04-01 - 2022-04-10
14324,Low,2022-03-28,17,22:00-00:00,2022-04-01 - 2022-04-10
14325,High,2022-03-26,23,13:00-16:00,2022-04-01 - 2022-04-10
14330,Jam,2022-03-19,27,19:00-22:00,2022-03-20 - 2022-03-31
14332,High,2022-03-05,20,13:00-16:00,2022-03-10 - 2022-03-20
14333,Medium,2022-03-04,25,16:00-19:00,2022-03-10 - 2022-03-20
14334,Jam,2022-03-29,15,19:00-22:00,2022-04-01 - 2022-04-10
14335,Low,2022-03-24,18,10:00-13:00,2022-04-01 - 2022-04-10
14336,Medium,2022-03-25,35,16:00-19:00,2022-04-01 - 2022-04-10
14337,Medium,2022-03-20,26,16:00-19:00,2022-03-20 - 2022-03-31
14338,Jam,2022-03-04,32,19:00-22:00,2022-03-10 - 2022-03-20
14339,Medium,2022-03-28,29,16:00-19:00,2022-04-01 - 2022-04-10
14340,Medium,2022-03-17,35,13:00-16:00,2022-03-20 - 2022-03-31
14341,Low,2022-03-24,23,07:00-10:00,2022-04-01 - 2022-04-10
14344,Jam,2022-03-25,24,19:00-22:00,2022-04-01 - 2022-04-10
14345,Medium,2022-03-13,12,16:00-19:00,2022-03-20 - 2022-03-31
14346,Jam,2022-03-31,16,19:00-22:00,2022-04-01 - 2022-04-10
14347,Low,2022-03-03,16,10:00-13:00,2022-03-10 - 2022-03-20
14348,Medium,2022-03-18,48,19:00-22:00,2022-03-20 - 2022-03-31
14351,Jam,2022-03-03,27,19:00-22:00,2022-03-10 - 2022-03-20
14353,Medium,2022-03-07,17,16:00-19:00,2022-03-10 - 2022-03-20
14354,Jam,2022-03-31,24,19:00-22:00,2022-04-01 - 2022-04-10
14355,Medium,2022-03-29,31,16:00-19:00,2022-04-01 - 2022-04-10
14356,Low,2022-03-03,25,07:00-10:00,2022-03-10 - 2022-03-20
14358,Jam,2022-03-04,33,19:00-22:00,2022-03-10 - 2022-03-20
14360,Low,2022-03-26,19,07:00-10:00,2022-04-01 - 2022-04-10
14362,Low,2022-03-13,19,07:00-10:00,2022-03-20 - 2022-03-31
14364,Jam,2022-03-04,27,19:00-22:00,2022-03-10 - 2022-03-20
14366,High,2022-03-03,34,10:00-13:00,2022-03-10 - 2022-03-20
14368,Low,2022-03-11,14,10:00-13:00,2022-03-20 - 2022-03-31
14372,Low,2022-03-30,10,07:00-10:00,2022-04-01 - 2022-04-10
14373,Jam,2022-03-10,40,19:00-22:00,2022-03-10 - 2022-03-20
14374,High,2022-03-26,24,10:00-13:00,2022-04-01 - 2022-04-10
14375,High,2022-03-28,33,13:00-16:00,2022-04-01 - 2022-04-10
14376,Low,2022-03-21,13,22:00-00:00,2022-04-01 - 2022-04-10
14377,Low,2022-03-07,16,07:00-10:00,2022-03-10 - 2022-03-20
14378,Jam,2022-03-26,25,19:00-22:00,2022-04-01 - 2022-04-10
14379,Jam,2022-03-18,54,19:00-22:00,2022-03-20 - 2022-03-31
14381,Medium,2022-03-20,31,16:00-19:00,2022-03-20 - 2022-03-31
14383,Low,2022-03-26,17,00:00-04:00,2022-04-01 - 2022-04-10
14385,Medium,2022-03-13,26,16:00-19:00,2022-03-20 - 2022-03-31
14386,Jam,2022-03-10,53,19:00-22:00,2022-03-10 - 2022-03-20
14387,Low,2022-03-25,28,22:00-00:00,2022-04-01 - 2022-04-10
14388,Low,2022-03-21,18,07:00-10:00,2022-04-01 - 2022-04-10
14389,Jam,2022-03-25,30,19:00-22:00,2022-04-01 - 2022-04-10
14390,Medium,2022-03-25,37,16:00-19:00,2022-04-01 - 2022-04-10
14396,Jam,2022-03-28,29,19:00-22:00,2022-04-01 - 2022-04-10
14399,Jam,2022-03-13,21,19:00-22:00,2022-03-20 - 2022-03-31
14401,Medium,2022-03-12,42,16:00-19:00,2022-03-20 - 2022-03-31
14402,Jam,2022-03-24,22,19:00-22:00,2022-04-01 - 2022-04-10
14403,Jam,2022-03-02,35,19:00-22:00,2022-03-10 - 2022-03-20
14405,Medium,2022-03-15,29,13:00-16:00,2022-03-20 - 2022-03-31
14406,Medium,2022-03-19,27,13:00-16:00,2022-03-20 - 2022-03-31
14407,High,2022-03-28,35,10:00-13:00,2022-04-01 - 2022-04-10
14408,Jam,2022-03-03,26,19:00-22:00,2022-03-10 - 2022-03-20
14410,Jam,2022-03-18,36,19:00-22:00,2022-03-20 - 2022-03-31
14411,Medium,2022-03-19,18,16:00-19:00,2022-03-20 - 2022-03-31
14412,Jam,2022-03-03,30,19:00-22:00,2022-03-10 - 2022-03-20
14413,Medium,2022-03-04,31,16:00-19:00,2022-03-10 - 2022-03-20
14414,Low,2022-03-30,13,10:00-13:00,2022-04-01 - 2022-04-10
14415,Jam,2022-03-06,17,19:00-22:00,2022-03-10 - 2022-03-20
14416,Jam,2022-03-09,25,19:00-22:00,2022-03-10 - 2022-03-20
14417,Medium,2022-03-02,18,16:00-19:00,2022-03-10 - 2022-03-20
14418,Low,2022-03-28,29,10:00-13:00,2022-04-01 - 2022-04-10
14419,Medium,2022-03-17,17,16:00-19:00,2022-03-20 - 2022-03-31
