,Road_traffic_density,Order_Date,Time_taken(min),time_periods,Order_Date_period
10445,Low,2022-04-04,21,22:00-00:00,2022-04-20 - 2022-04-30
10450,High,2022-04-03,31,13:00-16:00,2022-04-20 - 2022-04-30
10452,Jam,2022-04-05,36,19:00-22:00,2022-04-20 - 2022-04-30
10456,Medium,2022-04-02,42,16:00-19:00,2022-04-20 - 2022-04-30
10467,Low,2022-04-03,17,07:00-10:00,2022-04-20 - 2022-04-30
10475,Low,2022-04-05,25,22:00-00:00,2022-04-20 - 2022-04-30
10478,High,2022-04-01,26,13:00-16:00,2022-04-10 - 2022-04-20
10481,Jam,2022-04-04,46,19:00-22:00,2022-04-20 - 2022-04-30
10482,Jam,2022-04-06,44,19:00-22:00,2022-04-20 - 2022-04-30
10483,Low,2022-04-05,34,10:00-13:00,2022-04-20 - 2022-04-30
10489,Medium,2022-04-01,26,16:00-19:00,2022-04-10 - 2022-04-20
10492,Low,2022-04-05,19,07:00-10:00,2022-04-20 - 2022-04-30
10497,Low,2022-04-01,26,07:00-10:00,2022-04-10 - 2022-04-20
10507,Jam,2022-04-04,27,19:00-22:00,2022-04-20 - 2022-04-30
10518,Low,2022-04-03,17,10:00-13:00,2022-04-20 - 2022-04-30
10525,Jam,2022-04-05,24,19:00-22:00,2022-04-20 - 2022-04-30
10564,Medium,2022-04-03,17,16:00-19:00,2022-04-20 - 2022-04-30
10572,Low,2022-04-01,23,07:00-10:00,2022-04-10 - 2022-04-20
10577,Jam,2022-04-06,22,19:00-22:00,2022-04-20 - 2022-04-30
10587,Low,2022-04-06,20,22:00-00:00,2022-04-20 - 2022-04-30
10595,Low,2022-04-01,14,10:00-13:00,2022-04-10 - 2022-04-20
10624,Low,2022-04-06,17,22:00-00:00,2022-04-20 - 2022-04-30
10630,Low,2022-04-01,18,10:00-13:00,2022-04-10 - 2022-04-20
10637,Low,2022-04-01,19,10:00-13:00,2022-04-10 - 2022-04-20
10640,Low,2022-04-01,24,07:00-10:00,2022-04-10 - 2022-04-20
10641,Medium,2022-04-02,35,16:00-19:00,2022-04-20 - 2022-04-30
10649,Jam,2022-04-02,33,19:00-22:00,2022-04-20 - 2022-04-30
10650,Medium,2022-04-02,20,16:00-19:00,2022-04-20 - 2022-04-30
10668,Jam,2022-04-04,34,19:00-22:00,2022-04-20 - 2022-04-30
10686,High,2022-04-05,12,10:00-13:00,2022-04-20 - 2022-04-30
10699,Jam,2022-04-01,28,19:00-22:00,2022-04-10 - 2022-04-20
10708,Jam,2022-04-03,23,19:00-22:00,2022-04-20 - 2022-04-30
10709,Jam,2022-04-06,21,19:00-22:00,2022-04-20 - 2022-04-30
10712,Jam,2022-04-04,38,19:00-22:00,2022-04-20 - 2022-04-30
10721,Medium,2022-04-03,30,19:00-22:00,2022-04-20 - 2022-04-30
10725,Low,2022-04-05,13,22:00-00:00,2022-04-20 - 2022-04-30
10728,Medium,2022-04-05,18,16:00-19:00,2022-04-20 - 2022-04-30
10733,Jam,2022-04-01,33,19:00-22:00,2022-04-10 - 2022-04-20
10745,Jam,2022-04-06,43,19:00-22:00,2022-04-20 - 2022-04-30
10747,Low,2022-04-03,11,07:00-10:00,2022-04-20 - 2022-04-30
10767,Low,2022-04-05,26,22:00-00:00,2022-04-20 - 2022-04-30
10779,Jam,2022-04-04,51,19:00-22:00,2022-04-20 - 2022-04-30
10793,Jam,2022-04-05,27,19:00-22:00,2022-04-20 - 2022-04-30
10804,Medium,2022-04-01,22,19:00-22:00,2022-04-10 - 2022-04-20
10807,Jam,2022-04-01,18,19:00-22:00,2022-04-10 - 2022-04-20
10820,Low,2022-04-05,16,22:00-00:00,2022-04-20 - 2022-04-30
10849,Medium,2022-04-02,12,16:00-19:00,2022-04-20 - 2022-04-30
10858,Low,2022-04-06,27,22:00-00:00,2022-04-20 - 2022-04-30
10862,Jam,2022-04-02,29,19:00-22:00,2022-04-20 - 2022-04-30
10869,Jam,2022-04-04,25,19:00-22:00,2022-04-20 - 2022-04-30
10872,Low,2022-04-01,19,07:00-10:00,2022-04-10 - 2022-04-20
10882,Medium,2022-04-04,32,16:00-19:00,2022-04-20 - 2022-04-30
10895,Jam,2022-04-03,29,22:00-00:00,2022-04-20 - 2022-04-30
10898,High,2022-04-03,28,13:00-16:00,2022-04-20 - 2022-04-30
10911,Jam,2022-04-04,28,19:00-22:00,2022-04-20 - 2022-04-30
10915,Medium,2022-04-02,34,16:00-19:00,2022-04-20 - 2022-04-30
10922,Medium,2022-04-01,22,13:00-16:00,2022-04-10 - 2022-04-20
10929,Jam,2022-04-06,30,19:00-22:00,2022-04-20 - 2022-04-30
10932,Low,2022-04-05,23,07:00-10:00,2022-04-20 - 2022-04-30
10934,Low,2022-04-06,27,22:00-00:00,2022-04-20 - 2022-04-30
10944,Low,2022-04-05,29,22:00-00:00,2022-04-20 - 2022-04-30
10954,Medium,2022-04-06,32,16:00-19:00,2022-04-20 - 2022-04-30
10956,Low,2022-04-06,20,22:00-00:00,2022-04-20 - 2022-04-30
10971,Jam,2022-04-06,54,19:00-22:00,2022-04-20 - 2022-04-30
10975,High,2022-04-05,17,10:00-13:00,2022-04-20 - 2022-04-30
10981,Medium,2022-04-06,17,16:00-19:00,2022-04-20 - 2022-04-30
10982,Jam,2022-04-05,23,19:00-22:00,2022-04-20 - 2022-04-30
10987,Jam,2022-04-05,19,19:00-22:00,2022-04-20 - 2022-04-30
10993,Jam,2022-04-02,39,19:00-22:00,2022-04-20 - 2022-04-30
10995,Low,2022-04-03,29,00:00-04:00,2022-04-20 - 2022-04-30
11004,Low,2022-04-04,33,22:00-00:00,2022-04-20 - 2022-04-30
11013,High,2022-04-05,29,10:00-13:00,2022-04-20 - 2022-04-30
11021,Medium,2022-04-03,27,16:00-19:00,2022-04-20 - 2022-04-30
11053,Medium,2022-04-03,34,16:00-19:00,2022-04-20 - 2022-04-30
11071,High,2022-04-03,26,10:00-13:00,2022-04-20 - 2022-04-30
11095,Jam,2022-04-02,37,19:00-22:00,2022-04-20 - 2022-04-30
11098,High,2022-04-01,17,10:00-13:00,2022-04-10 - 2022-04-20
11109,Medium,2022-04-01,36,16:00-19:00,2022-04-10 - 2022-04-20
11121,Low,2022-04-03,29,22:00-00:00,2022-04-20 - 2022-04-30
11123,Medium,2022-04-05,27,16:00-19:00,2022-04-20 - 2022-04-30
11124,Low,2022-04-02,29,22:00-00:00,2022-04-20 - 2022-04-30
11140,Jam,2022-04-04,31,19:00-22:00,2022-04-20 - 2022-04-30
11142,Low,2022-04-04,24,22:00-00:00,2022-04-20 - 2022-04-30
11145,Low,2022-04-05,15,22:00-00:00,2022-04-20 - 2022-04-30
11150,Low,2022-04-06,29,22:00-00:00,2022-04-20 - 2022-04-30
11151,Medium,2022-04-06,25,16:00-19:00,2022-04-20 - 2022-04-30
11153,High,2022-04-03,29,13:00-16:00,2022-04-20 - 2022-04-30
11160,Medium,2022-04-01,20,16:00-19:00,2022-04-10 - 2022-04-20
11173,Medium,2022-04-02,23,16:00-19:00,2022-04-20 - 2022-04-30
11191,Low,2022-04-03,14,07:00-10:00,2022-04-20 - 2022-04-30
11197,Low,2022-04-05,15,22:00-00:00,2022-04-20 - 2022-04-30
11198,Medium,2022-04-04,25,16:00-19:00,2022-04-20 - 2022-04-30
11199,Jam,2022-04-02,39,19:00-22:00,2022-04-20 - 2022-04-30
11222,Low,2022-04-04,25,22:00-00:00,2022-04-20 - 2022-04-30
11235,High,2022-04-01,29,10:00-13:00,2022-04-10 - 2022-04-20
11243,Medium,2022-04-02,21,16:00-19:00,2022-04-20 - 2022-04-30
11248,Low,2022-04-02,17,22:00-00:00,2022-04-20 - 2022-04-30
11256,Jam,2022-04-06,43,19:00-22:00,2022-04-20 - 2022-04-30
11275,Jam,2022-04-02,48,19:00-22:00,2022-04-20 - 2022-04-30
11282,Low,2022-04-01,10,22:00-00:00,2022-04-10 - 2022-04-20
11290,Low,2022-04-01,28,22:00-00:00,2022-04-10 - 2022-04-20
11294,Low,2022-04-03,11,10:00-13:00,2022-04-20 - 2022-04-30
11295,Jam,2022-04-02,20,19:00-22:00,2022-04-20 - 2022-04-30
11300,Medium,2022-04-05,15,16:00-19:00,2022-04-20 - 2022-04-30
11303,Jam,2022-04-04,24,19:00-22:00,2022-04-20 - 2022-04-30
11305,Low,2022-04-03,24,10:00-13:00,2022-04-20 - 2022-04-30
11306,Jam,2022-04-06,37,19:00-22:00,2022-04-20 - 2022-04-30
11312,Jam,2022-04-02,29,19:00-22:00,2022-04-20 - 2022-04-30
11318,Jam,2022-04-02,17,19:00-22:00,2022-04-20 - 2022-04-30
11321,Low,2022-04-03,15,07:00-10:00,2022-04-20 - 2022-04-30
11326,Medium,2022-04-05,28,13:00-16:00,2022-04-20 - 2022-04-30
11342,Medium,2022-04-04,22,16:00-19:00,2022-04-20 - 2022-04-30
11346,High,2022-04-05,18,10:00-13:00,2022-04-20 - 2022-04-30
11360,Medium,2022-04-01,19,16:00-19:00,2022-04-10 - 2022-04-20
11376,Low,2022-04-01,17,22:00-00:00,2022-04-10 - 2022-04-20
11388,High,2022-04-05,36,10:00-13:00,2022-04-20 - 2022-04-30
11389,High,2022-04-05,49,10:00-13:00,2022-04-20 - 2022-04-30
11393,Jam,2022-04-05,20,19:00-22:00,2022-04-20 - 2022-04-30
11397,High,2022-04-01,30,10:00-13:00,2022-04-10 - 2022-04-20
11398,Jam,2022-04-01,20,19:00-22:00,2022-04-10 - 2022-04-20
11409,High,2022-04-05,53,10:00-13:00,2022-04-20 - 2022-04-30
11414,Low,2022-04-01,22,07:00-10:00,2022-04-10 - 2022-04-20
11416,Low,2022-04-05,19,22:00-00:00,2022-04-20 - 2022-04-30
11421,Medium,2022-04-06,27,16:00-19:00,2022-04-20 - 2022-04-30
11429,High,2022-04-05,24,10:00-13:00,2022-04-20 - 2022-04-30
11432,Low,2022-04-03,16,07:00-10:00,2022-04-20 - 2022-04-30
11444,Jam,2022-04-01,25,19:00-22:00,2022-04-10 - 2022-04-20
11446,Low,2022-04-02,17,22:00-00:00,2022-04-20 - 2022-04-30
11448,Low,2022-04-06,18,22:00-00:00,2022-04-20 - 2022-04-30
11454,Jam,2022-04-02,43,19:00-22:00,2022-04-20 - 2022-04-30
11461,High,2022-04-03,32,13:00-16:00,2022-04-20 - 2022-04-30
11462,Medium,2022-04-03,19,16:00-19:00,2022-04-20 - 2022-04-30
11476,Jam,2022-04-01,12,19:00-22:00,2022-04-10 - 2022-04-20
11483,High,2022-04-03,27,10:00-13:00,2022-04-20 - 2022-04-30
11490,Jam,2022-04-02,38,19:00-22:00,2022-04-20 - 2022-04-30
11494,Medium,2022-04-03,15,16:00-19:00,2022-04-20 - 2022-04-30
11500,High,2022-04-01,29,13:00-16:00,2022-04-10 - 2022-04-20
11506,Jam,2022-04-02,46,19:00-22:00,2022-04-20 - 2022-04-30
11515,Jam,2022-04-04,42,19:00-22:00,2022-04-20 - 2022-04-30
11551,Low,2022-04-03,13,07:00-10:00,2022-04-20 - 2022-04-30
11553,Low,2022-04-05,12,22:00-00:00,2022-04-20 - 2022-04-30
11563,Jam,2022-04-02,38,19:00-22:00,2022-04-20 - 2022-04-30
11564,High,2022-04-01,25,10:00-13:00,2022-04-10 - 2022-04-20
11581,High,2022-04-03,39,10:00-13:00,2022-04-20 - 2022-04-30
11587,Medium,2022-04-04,38,16:00-19:00,2022-04-20 - 2022-04-30
11598,Medium,2022-04-01,23,16:00-19:00,2022-04-10 - 2022-04-20
11617,Medium,2022-04-04,13,16:00-19:00,2022-04-20 - 2022-04-30
11621,Medium,2022-04-03,32,16:00-19:00,2022-04-20 - 2022-04-30
11627,Medium,2022-04-02,32,16:00-19:00,2022-04-20 - 2022-04-30
11632,Medium,2022-04-02,18,16:00-19:00,2022-04-20 - 2022-04-30
11638,Low,2022-04-04,21,22:00-00:00,2022-04-20 - 2022-04-30
11653,Low,2022-04-04,20,22:00-00:00,2022-04-20 - 2022-04-30
11670,Jam,2022-04-06,30,19:00-22:00,2022-04-20 - 2022-04-30
11672,Low,2022-04-03,17,10:00-13:00,2022-04-20 - 2022-04-30
11675,Low,2022-04-04,34,22:00-00:00,2022-04-20 - 2022-04-30
11685,Medium,2022-04-05,34,16:00-19:00,2022-04-20 - 2022-04-30
11687,Jam,2022-04-05,28,19:00-22:00,2022-04-20 - 2022-04-30
11692,Jam,2022-04-05,32,19:00-22:00,2022-04-20 - 2022-04-30
11693,Low,2022-04-05,22,10:00-13:00,2022-04-20 - 2022-04-30
11694,Low,2022-04-06,31,22:00-00:00,2022-04-20 - 2022-04-30
11695,Low,2022-04-01,12,07:00-10:00,2022-04-10 - 2022-04-20
11701,Jam,2022-04-04,41,19:00-22:00,2022-04-20 - 2022-04-30
11705,Jam,2022-04-01,25,19:00-22:00,2022-04-10 - 2022-04-20
11708,Medium,2022-04-06,41,16:00-19:00,2022-04-20 - 2022-04-30
11710,High,2022-04-05,46,13:00-16:00,2022-04-20 - 2022-04-30
11711,Jam,2022-04-06,43,19:00-22:00,2022-04-20 - 2022-04-30
11717,Low,2022-04-04,16,22:00-00:00,2022-04-20 - 2022-04-30
11719,Medium,2022-04-02,15,16:00-19:00,2022-04-20 - 2022-04-30
11723,Low,2022-04-06,25,22:00-00:00,2022-04-20 - 2022-04-30
11726,Jam,2022-04-02,52,19:00-22:00,2022-04-20 - 2022-04-30
11743,Low,2022-04-05,21,00:00-04:00,2022-04-20 - 2022-04-30
11745,Low,2022-04-01,19,10:00-13:00,2022-04-10 - 2022-04-20
11749,Jam,2022-04-02,33,19:00-22:00,2022-04-20 - 2022-04-30
11752,Medium,2022-04-05,33,16:00-19:00,2022-04-20 - 2022-04-30
11754,Jam,2022-04-05,34,19:00-22:00,2022-04-20 - 2022-04-30
11759,Jam,2022-04-02,26,19:00-22:00,2022-04-20 - 2022-04-30
11760,Medium,2022-04-06,28,19:00-22:00,2022-04-20 - 2022-04-30
11773,Medium,2022-04-06,25,16:00-19:00,2022-04-20 - 2022-04-30
11774,Low,2022-04-01,28,10:00-13:00,2022-04-10 - 2022-04-20
11779,Jam,2022-04-02,36,19:00-22:00,2022-04-20 - 2022-04-30
11782,Medium,2022-04-06,16,16:00-19:00,2022-04-20 - 2022-04-30
11784,Jam,2022-04-04,38,19:00-22:00,2022-04-20 - 2022-04-30
11789,Low,2022-04-01,15,22:00-00:00,2022-04-10 - 2022-04-20
11800,Jam,2022-04-04,26,22:00-00:00,2022-04-20 - 2022-04-30
11809,Jam,2022-04-03,15,19:00-22:00,2022-04-20 - 2022-04-30
11826,Jam,2022-04-04,24,19:00-22:00,2022-04-20 - 2022-04-30
11831,Low,2022-04-02,41,00:00-04:00,2022-04-20 - 2022-04-30
11834,Jam,2022-04-04,27,19:00-22:00,2022-04-20 - 2022-04-30
11838,Low,2022-04-03,29,07:00-10:00,2022-04-20 - 2022-04-30
11840,Low,2022-04-02,43,00:00-04:00,2022-04-20 - 2022-04-30
11850,Low,2022-04-01,18,07:00-10:00,2022-04-10 - 2022-04-20
11860,Jam,2022-04-06,25,19:00-22:00,2022-04-20 - 2022-04-30
11863,Jam,2022-04-06,45,19:00-22:00,2022-04-20 - 2022-04-30
11864,Low,2022-04-01,24,07:00-10:00,2022-04-10 - 2022-04-20
11872,Low,2022-04-02,15,22:00-00:00,2022-04-20 - 2022-04-30
11882,Low,2022-04-05,17,22:00-00:00,2022-04-20 - 2022-04-30
11886,Medium,2022-04-03,25,16:00-19:00,2022-04-20 - 2022-04-30
11894,Medium,2022-04-01,14,16:00-19:00,2022-04-10 - 2022-04-20
11895,Jam,2022-04-06,30,19:00-22:00,2022-04-20 - 2022-04-30
11899,Medium,2022-04-04,30,16:00-19:00,2022-04-20 - 2022-04-30
11901,Jam,2022-04-04,18,19:00-22:00,2022-04-20 - 2022-04-30
11902,High,2022-04-05,25,10:00-13:00,2022-04-20 - 2022-04-30
11903,Low,2022-04-02,23,22:00-00:00,2022-04-20 - 2022-04-30
11912,Jam,2022-04-03,34,19:00-22:00,2022-04-20 - 2022-04-30
11913,Low,2022-04-01,23,22:00-00:00,2022-04-10 - 2022-04-20
11915,Medium,2022-04-05,25,13:00-16:00,2022-04-20 - 2022-04-30
11936,Low,2022-04-03,27,07:00-10:00,2022-04-20 - 2022-04-30
11949,Medium,2022-04-05,21,16:00-19:00,2022-04-20 - 2022-04-30
11962,Jam,2022-04-01,25,19:00-22:00,2022-04-10 - 2022-04-20
11965,Medium,2022-04-03,39,16:00-19:00,2022-04-20 - 2022-04-30
11976,Low,2022-04-01,17,22:00-00:00,2022-04-10 - 2022-04-20
11979,Low,2022-04-01,25,07:00-10:00,2022-04-10 - 2022-04-20
11987,Low,2022-04-01,14,07:00-10:00,2022-04-10 - 2022-04-20
12004,Medium,2022-04-04,28,16:00-19:00,2022-04-20 - 2022-04-30
12022,Jam,2022-04-04,47,19:00-22:00,2022-04-20 - 2022-04-30
12026,Low,2022-04-05,10,07:00-10:00,2022-04-20 - 2022-04-30
12027,Jam,2022-04-02,36,19:00-22:00,2022-04-20 - 2022-04-30
12038,Medium,2022-04-04,16,16:00-19:00,2022-04-20 - 2022-04-30
12040,Low,2022-04-05,24,07:00-10:00,2022-04-20 - 2022-04-30
12049,Low,2022-04-03,15,10:00-13:00,2022-04-20 - 2022-04-30
12075,Low,2022-04-06,31,22:00-00:00,2022-04-20 - 2022-04-30
12077,Jam,2022-04-06,44,19:00-22:00,2022-04-20 - 2022-04-30
12079,Jam,2022-04-02,38,19:00-22:00,2022-04-20 - 2022-04-30
12087,Jam,2022-04-06,19,19:00-22:00,2022-04-20 - 2022-04-30
12088,Jam,2022-04-03,27,19:00-22:00,2022-04-20 - 2022-04-30
12114,Low,2022-04-05,27,10:00-13:00,2022-04-20 - 2022-04-30
12131,Low,2022-04-04,24,00:00-04:00,2022-04-20 - 2022-04-30
12132,Jam,2022-04-05,13,19:00-22:00,2022-04-20 - 2022-04-30
12137,Low,2022-04-03,19,10:00-13:00,2022-04-20 - 2022-04-30
12143,Low,2022-04-04,15,22:00-00:00,2022-04-20 - 2022-04-30
12145,Jam,2022-04-03,27,19:00-22:00,2022-04-20 - 2022-04-30
12146,High,2022-04-03,33,13:00-16:00,2022-04-20 - 2022-04-30
12147,Low,2022-04-01,26,10:00-13:00,2022-04-10 - 2022-04-20
12163,High,2022-04-03,32,13:00-16:00,2022-04-20 - 2022-04-30
12172,Low,2022-04-03,25,10:00-13:00,2022-04-20 - 2022-04-30
12188,Jam,2022-04-01,28,19:00-22:00,2022-04-10 - 2022-04-20
12192,Jam,2022-04-02,47,19:00-22:00,2022-04-20 - 2022-04-30
12197,Low,2022-04-03,18,22:00-00:00,2022-04-20 - 2022-04-30
12198,Medium,2022-04-03,25,13:00-16:00,2022-04-20 - 2022-04-30
12199,Medium,2022-04-02,30,16:00-19:00,2022-04-20 - 2022-04-30
12201,High,2022-04-03,20,10:00-13:00,2022-04-20 - 2022-04-30
12211,Medium,2022-04-03,19,13:00-16:00,2022-04-20 - 2022-04-30
12235,Low,2022-04-01,22,07:00-10:00,2022-04-10 - 2022-04-20
12241,Low,2022-04-01,19,10:00-13:00,2022-04-10 - 2022-04-20
12244,Low,2022-04-06,14,22:00-00:00,2022-04-20 - 2022-04-30
12261,Jam,2022-04-01,13,19:00-22:00,2022-04-10 - 2022-04-20
12264,Low,2022-04-05,18,22:00-00:00,2022-04-20 - 2022-04-30
12283,Low,2022-04-03,33,07:00-10:00,2022-04-20 - 2022-04-30
12292,Low,2022-04-04,31,22:00-00:00,2022-04-20 - 2022-04-30
12312,Jam,2022-04-04,15,19:00-22:00,2022-04-20 - 2022-04-30
12319,Low,2022-04-03,18,07:00-10:00,2022-04-20 - 2022-04-30
12339,Low,2022-04-05,21,22:00-00:00,2022-04-20 - 2022-04-30
12345,Low,2022-04-03,20,07:00-10:00,2022-04-20 - 2022-04-30
12361,Low,2022-04-01,20,22:00-00:00,2022-04-10 - 2022-04-20
12373,High,2022-04-05,15,13:00-16:00,2022-04-20 - 2022-04-30
12376,Medium,2022-04-04,49,16:00-19:00,2022-04-20 - 2022-04-30
12377,Jam,2022-04-05,30,19:00-22:00,2022-04-20 - 2022-04-30
12381,Low,2022-04-02,20,22:00-00:00,2022-04-20 - 2022-04-30
12398,Medium,2022-04-06,12,16:00-19:00,2022-04-20 - 2022-04-30
12399,Jam,2022-04-04,29,19:00-22:00,2022-04-20 - 2022-04-30
12414,Low,2022-04-05,12,10:00-13:00,2022-04-20 - 2022-04-30
12416,Jam,2022-04-06,48,19:00-22:00,2022-04-20 - 2022-04-30
12439,Low,2022-04-01,29,07:00-10:00,2022-04-10 - 2022-04-20
12455,Low,2022-04-06,16,00:00-04:00,2022-04-20 - 2022-04-30
12460,Low,2022-04-01,15,07:00-10:00,2022-04-10 - 2022-04-20
12469,Medium,2022-04-06,21,16:00-19:00,2022-04-20 - 2022-04-30
12477,Jam,2022-04-02,30,19:00-22:00,2022-04-20 - 2022-04-30
12484,Jam,2022-04-06,33,22:00-00:00,2022-04-20 - 2022-04-30
12485,Jam,2022-04-04,23,19:00-22:00,2022-04-20 - 2022-04-30
12486,Jam,2022-04-05,29,19:00-22:00,2022-04-20 - 2022-04-30
12487,Jam,2022-04-05,37,19:00-22:00,2022-04-20 - 2022-04-30
12499,Jam,2022-04-04,45,19:00-22:00,2022-04-20 - 2022-04-30
12523,Low,2022-04-04,19,22:00-00:00,2022-04-20 - 2022-04-30
12529,Jam,2022-04-04,20,19:00-22:00,2022-04-20 - 2022-04-30
12533,High,2022-04-01,31,10:00-13:00,2022-04-10 - 2022-04-20
12556,Medium,2022-04-05,34,16:00-19:00,2022-04-20 - 2022-04-30
12557,Jam,2022-04-06,37,19:00-22:00,2022-04-20 - 2022-04-30
12566,Medium,2022-04-04,26,16:00-19:00,2022-04-20 - 2022-04-30
12570,Jam,2022-04-03,25,19:00-22:00,2022-04-20 - 2022-04-30
12585,Jam,2022-04-02,28,19:00-22:00,2022-04-20 - 2022-04-30
12599,Low,2022-04-06,27,22:00-00:00,2022-04-20 - 2022-04-30
12642,Medium,2022-04-02,39,16:00-19:00,2022-04-20 - 2022-04-30
12643,Low,2022-04-02,24,22:00-00:00,2022-04-20 - 2022-04-30
12650,Jam,2022-04-04,40,19:00-22:00,2022-04-20 - 2022-04-30
12655,Jam,2022-04-03,27,19:00-22:00,2022-04-20 - 2022-04-30
12664,Jam,2022-04-04,48,19:00-22:00,2022-04-20 - 2022-04-30
12665,Low,2022-04-06,28,22:00-00:00,2022-04-20 - 2022-04-30
12678,High,2022-04-05,29,10:00-13:00,2022-04-20 - 2022-04-30
12682,Low,2022-04-05,16,10:00-13:00,2022-04-20 - 2022-04-30
12686,Jam,2022-04-02,34,19:00-22:00,2022-04-20 - 2022-04-30
12704,Jam,2022-04-01,27,19:00-22:00,2022-04-10 - 2022-04-20
12708,Jam,2022-04-04,29,19:00-22:00,2022-04-20 - 2022-04-30
12722,Jam,2022-04-03,17,19:00-22:00,2022-04-20 - 2022-04-30
12725,Medium,2022-04-06,35,16:00-19:00,2022-04-20 - 2022-04-30
12730,Medium,2022-04-03,17,16:00-19:00,2022-04-20 - 2022-04-30
12739,Jam,2022-04-06,39,19:00-22:00,2022-04-20 - 2022-04-30
12741,Low,2022-04-01,19,22:00-00:00,2022-04-10 - 2022-04-20
12744,Jam,2022-04-02,41,19:00-22:00,2022-04-20 - 2022-04-30
12745,Low,2022-04-03,10,22:00-00:00,2022-04-20 - 2022-04-30
12747,Low,2022-04-01,18,07:00-10:00,2022-04-10 - 2022-04-20
12754,Jam,2022-04-04,40,19:00-22:00,2022-04-20 - 2022-04-30
12759,Medium,2022-04-01,12,16:00-19:00,2022-04-10 - 2022-04-20
12763,Medium,2022-04-06,28,16:00-19:00,2022-04-20 - 2022-04-30
12778,Jam,2022-04-01,34,19:00-22:00,2022-04-10 - 2022-04-20
12781,Medium,2022-04-02,27,16:00-19:00,2022-04-20 - 2022-04-30
12791,Jam,2022-04-05,27,19:00-22:00,2022-04-20 - 2022-04-30
12796,Low,2022-04-01,29,07:00-10:00,2022-04-10 - 2022-04-20
12801,High,2022-04-01,15,10:00-13:00,2022-04-10 - 2022-04-20
12809,Low,2022-04-06,19,22:00-00:00,2022-04-20 - 2022-04-30
12818,Jam,2022-04-02,10,19:00-22:00,2022-04-20 - 2022-04-30
12821,Low,2022-04-03,29,10:00-13:00,2022-04-20 - 2022-04-30
12824,Low,2022-04-06,28,22:00-00:00,2022-04-20 - 2022-04-30
12837,Medium,2022-04-05,12,16:00-19:00,2022-04-20 - 2022-04-30
12840,Medium,2022-04-04,43,16:00-19:00,2022-04-20 - 2022-04-30
12842,Jam,2022-04-04,42,19:00-22:00,2022-04-20 - 2022-04-30
12846,Jam,2022-04-01,13,19:00-22:00,2022-04-10 - 2022-04-20
12859,Medium,2022-04-06,21,16:00-19:00,2022-04-20 - 2022-04-30
12870,Low,2022-04-06,22,22:00-00:00,2022-04-20 - 2022-04-30
12879,Medium,2022-04-01,33,16:00-19:00,2022-04-10 - 2022-04-20
12885,High,2022-04-01,28,13:00-16:00,2022-04-10 - 2022-04-20
12886,Jam,2022-04-04,21,19:00-22:00,2022-04-20 - 2022-04-30
12889,Low,2022-04-04,24,22:00-00:00,2022-04-20 - 2022-04-30
12895,Medium,2022-04-03,16,16:00-19:00,2022-04-20 - 2022-04-30
12898,Jam,2022-04-04,15,19:00-22:00,2022-04-20 - 2022-04-30
12900,Jam,2022-04-02,46,22:00-00:00,2022-04-20 - 2022-04-30
12911,Jam,2022-04-06,42,19:00-22:00,2022-04-20 - 2022-04-30
12927,Low,2022-04-05,11,07:00-10:00,2022-04-20 - 2022-04-30
12929,Low,2022-04-03,19,07:00-10:00,2022-04-20 - 2022-04-30
12946,Low,2022-04-02,26,22:00-00:00,2022-04-20 - 2022-04-30
12949,Low,2022-04-03,16,07:00-10:00,2022-04-20 - 2022-04-30
12954,Low,2022-04-05,23,22:00-00:00,2022-04-20 - 2022-04-30
12957,Low,2022-04-03,21,10:00-13:00,2022-04-20 - 2022-04-30
12979,High,2022-04-03,17,10:00-13:00,2022-04-20 - 2022-04-30
12987,Low,2022-04-05,19,07:00-10:00,2022-04-20 - 2022-04-30
12991,Low,2022-04-03,26,07:00-10:00,2022-04-20 - 2022-04-30
12998,Jam,2022-04-02,23,19:00-22:00,2022-04-20 - 2022-04-30
13013,Low,2022-04-01,19,10:00-13:00,2022-04-10 - 2022-04-20
13017,Low,2022-04-01,10,10:00-13:00,2022-04-10 - 2022-04-20
13026,Jam,2022-04-04,34,19:00-22:00,2022-04-20 - 2022-04-30
13029,Medium,2022-04-06,43,16:00-19:00,2022-04-20 - 2022-04-30
13058,Jam,2022-04-03,25,19:00-22:00,2022-04-20 - 2022-04-30
13070,Medium,2022-04-02,27,16:00-19:00,2022-04-20 - 2022-04-30
13080,Low,2022-04-03,27,07:00-10:00,2022-04-20 - 2022-04-30
13084,Jam,2022-04-02,33,19:00-22:00,2022-04-20 - 2022-04-30
13089,Jam,2022-04-01,15,19:00-22:00,2022-04-10 - 2022-04-20
13110,Medium,2022-04-03,17,13:00-16:00,2022-04-20 - 2022-04-30
13116,Jam,2022-04-04,45,19:00-22:00,2022-04-20 - 2022-04-30
13129,Medium,2022-04-05,15,13:00-16:00,2022-04-20 - 2022-04-30
13140,Low,2022-04-05,21,22:00-00:00,2022-04-20 - 2022-04-30
13141,Low,2022-04-02,16,22:00-00:00,2022-04-20 - 2022-04-30
13143,Jam,2022-04-04,29,19:00-22:00,2022-04-20 - 2022-04-30
13153,Low,2022-04-03,24,10:00-13:00,2022-04-20 - 2022-04-30
13183,Jam,2022-04-01,33,22:00-00:00,2022-04-10 - 2022-04-20
